Region,Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   Uruguay,0,858,B R,2005.1,37658,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2005.1,538197,Hombres
 NORTHERN AMERICA,0,905,0,2005.1,22544557,Hombres
   Bermuda*,30,60,B,2005.1,8783,Hombres
   Canada,0,124,B,2005.1,2915838,Hombres
   Greenland*,31,304,B,2005.1,4461,Hombres
   Saint Pierre and Miquelon*,32,666,B,2005.1,597,Hombres
   United States of America*,33,840,B,2005.1,19614878,Hombres
 OCEANIA ,0,909,0,2005.1,2988095,Hombres
  Australia and New Zealand,0,927,0,2005.1,2826880,Hombres
   Australia*,0,36,B,2005.1,2419190,Hombres
   New Zealand*,34,554,B,2005.1,407690,Hombres
  Melanesia,0,928,0,2005.1,57551,Hombres
   Fiji,0,242,B R,2005.1,6563,Hombres
   New Caledonia*,0,540,B,2005.1,29909,Hombres
   Papua New Guinea,0,598,C R,2005.1,17851,Hombres
   Solomon Islands,0,90,B R,2005.1,1830,Hombres
   Vanuatu,0,548,B R,2005.1,1398,Hombres
  Micronesia,0,954,0,2005.1,63769,Hombres
   Guam*,35,316,B,2005.1,38602,Hombres
   Kiribati,0,296,B,2005.1,1312,Hombres
   Marshall Islands,0,584,B,2005.1,1485,Hombres
   Micronesia (Fed. States of),0,583,B,2005.1,1565,Hombres
   Nauru,0,520,C R,2005.1,1208,Hombres
   Northern Mariana Islands*,36,580,B,2005.1,15977,Hombres
   Palau,0,585,B,2005.1,3620,Hombres
  Polynesia*,0,957,0,2005.1,39895,Hombres
   American Samoa*,0,16,B,2005.1,12498,Hombres
   Cook Islands*,37,184,B R,2005.1,1724,Hombres
   French Polynesia*,38,258,B R,2005.1,18405,Hombres
   Niue*,39,570,B,2005.1,282,Hombres
   Samoa,0,882,B R,2005.1,2940,Hombres
   Tokelau*,40,772,B R,2005.1,500,Hombres
   Tonga,0,776,B R,2005.1,2324,Hombres
   Tuvalu,0,798,C,2005.1,115,Hombres
   Wallis and Futuna Islands*,41,876,B R,2005.1,1107,Hombres
 AFRICA,0,903,0,2010.1,9543626,Hombres
  Eastern Africa,0,910,0,2010.1,2405918,Hombres
   Burundi,0,108,B R,2010.1,121762,Hombres
   Comoros,0,174,B,2010.1,6060,Hombres
   Djibouti,0,262,B R,2010.1,53669,Hombres
   Eritrea,0,232,I R,2010.1,8679,Hombres
   Ethiopia,0,231,B R,2010.1,298069,Hombres
   Kenya,0,404,B R,2010.1,473093,Hombres
   Madagascar,0,450,C R,2010.1,16410,Hombres
   Malawi,0,454,B R,2010.1,103869,Hombres
   Mauritius*,0,480,C,2010.1,13188,Hombres
   Mayotte*,1,175,B R,2010.1,34500,Hombres
   Mozambique,0,508,B R,2010.1,148105,Hombres
   Réunion*,2,638,B,2010.1,62707,Hombres
   Rwanda,0,646,B R,2010.1,214048,Hombres
   Seychelles,0,690,B,2010.1,7804,Hombres
   Somalia,0,706,I R,2010.1,25213,Hombres
   South Sudan,0,728,B R,2010.1,119106,Hombres
   Uganda,0,800,B R,2010.1,241903,Hombres
   United Republic of Tanzania*,0,834,B R,2010.1,154591,Hombres
   Zambia,0,894,B R,2010.1,75941,Hombres
   Zimbabwe,0,716,B R,2010.1,227201,Hombres
  Middle Africa,0,911,0,2010.1,1241613,Hombres
   Angola,0,24,B R,2010.1,162332,Hombres
   Cameroon,0,120,B R,2010.1,161485,Hombres
   Central African Republic,0,140,C R,2010.1,50411,Hombres
   Chad,0,148,B R,2010.1,186821,Hombres
   Congo,0,178,B R,2010.1,231105,Hombres
   Democratic Republic of the Congo,0,180,B R,2010.1,284693,Hombres
   Equatorial Guinea,0,226,C,2010.1,4734,Hombres
   Gabon,0,266,C R,2010.1,158680,Hombres
   Sao Tome and Principe,0,678,C,2010.1,1352,Hombres
  Northern Africa,0,912,0,2010.1,1155582,Hombres
   Algeria,0,12,B R,2010.1,114894,Hombres
   Egypt,0,818,B R,2010.1,174104,Hombres
   Libya,0,434,C R,2010.1,491303,Hombres
   Morocco,0,504,C R,2010.1,35881,Hombres
   Sudan,3,729,B R,2010.1,314552,Hombres
   Tunisia,0,788,C R,2010.1,22236,Hombres
   Western Sahara,0,732,I,2010.1,2612,Hombres
  Southern Africa,0,913,0,2010.1,1351820,Hombres
   Botswana,0,72,B R,2010.1,54019,Hombres
   Eswatini,0,748,B R,2010.1,16790,Hombres
   Lesotho,0,426,C R,2010.1,3469,Hombres
   Namibia,0,516,B R,2010.1,55803,Hombres
   South Africa,0,710,B R,2010.1,1221739,Hombres
  Western Africa,0,914,0,2010.1,3388693,Hombres
   Benin,0,204,C B R,2010.1,143632,Hombres
   Burkina Faso,0,854,B R,2010.1,320939,Hombres
   Cabo Verde,0,132,B R,2010.1,7293,Hombres
   Côte d'Ivoire,0,384,C B R,2010.1,1310459,Hombres
   Gambia,0,270,B R,2010.1,98123,Hombres
   Ghana,0,288,B R,2010.1,180030,Hombres
   Guinea,0,324,C B R,2010.1,93267,Hombres
   Guinea-Bissau,0,624,B R,2010.1,10463,Hombres
   Liberia,0,430,B R,2010.1,56902,Hombres
   Mali,0,466,B R,2010.1,173088,Hombres
   Mauritania,0,478,C R,2010.1,48746,Hombres
   Niger,0,562,B R,2010.1,60042,Hombres
   Nigeria,0,566,C R,2010.1,576648,Hombres
   Saint Helena*,4,654,C,2010.1,136,Hombres
   Senegal,0,686,B R,2010.1,135879,Hombres
   Sierra Leone,0,694,B R,2010.1,43622,Hombres
   Togo,0,768,C R,2010.1,129424,Hombres
 ASIA,0,935,0,2010.1,37687306,Hombres
  Central Asia,0,5500,0,2010.1,2490544,Hombres
   Kazakhstan,0,398,B R,2010.1,1625155,Hombres
   Kyrgyzstan,0,417,B R,2010.1,94596,Hombres
   Tajikistan,0,762,B R,2010.1,121780,Hombres
   Turkmenistan,0,795,B R,2010.1,90634,Hombres
   Uzbekistan,0,860,B R,2010.1,558379,Hombres
  Eastern Asia,0,906,0,2010.1,3321334,Hombres
   China*,0,156,C,2010.1,505758,Hombres
"   China, Hong Kong SAR*",0,344,B R,2010.1,1147539,Hombres
"   China, Macao SAR*",0,446,B,2010.1,146407,Hombres
"   China, Taiwan Province of China*",0,158,0,2010.1,0,Hombres
   Dem. People's Republic of Korea,0,408,I,2010.1,21766,Hombres
   Japan,0,392,C,2010.1,972481,Hombres
   Mongolia,0,496,C R,2010.1,11880,Hombres
   Republic of Korea,0,410,C R,2010.1,515503,Hombres
  South-Eastern Asia,0,920,0,2010.1,4544819,Hombres
   Brunei Darussalam,0,96,B,2010.1,56723,Hombres
   Cambodia,0,116,B R,2010.1,43412,Hombres
   Indonesia,0,360,B R,2010.1,176522,Hombres
   Lao People's Democratic Republic,0,418,C R,2010.1,20133,Hombres
   Malaysia*,0,458,C R,2010.1,1469977,Hombres
   Myanmar,0,104,C,2010.1,41574,Hombres
   Philippines,0,608,C R,2010.1,107933,Hombres
   Singapore,0,702,B,2010.1,956856,Hombres
   Thailand,0,764,B R,2010.1,1629881,Hombres
   Timor-Leste,0,626,B R,2010.1,5837,Hombres
   Viet Nam,0,704,C R,2010.1,35971,Hombres
  Southern Asia,0,5501,0,2010.1,7326556,Hombres
   Afghanistan,0,4,B R,2010.1,57726,Hombres
   Bangladesh,0,50,B R,2010.1,710548,Hombres
   Bhutan,0,64,B,2010.1,39283,Hombres
   India,0,356,B R,2010.1,2699495,Hombres
   Iran (Islamic Republic of),0,364,C R,2010.1,1490419,Hombres
   Maldives,0,462,C,2010.1,41712,Hombres
   Nepal,0,524,B R,2010.1,191167,Hombres
   Pakistan,0,586,B R,2010.1,2075512,Hombres
   Sri Lanka,0,144,B R,2010.1,20694,Hombres
  Western Asia,0,922,0,2010.1,20004053,Hombres
   Armenia,0,51,B R,2010.1,85669,Hombres
   Azerbaijan*,0,31,B R,2010.1,129512,Hombres
   Bahrain,0,48,C R,2010.1,481344,Hombres
   Cyprus*,0,196,B,2010.1,82477,Hombres
   Georgia*,0,268,B R,2010.1,31993,Hombres
   Iraq,0,368,C R,2010.1,74535,Hombres
   Israel,0,376,B R,2010.1,892887,Hombres
   Jordan,0,400,C R,2010.1,1416784,Hombres
   Kuwait,0,414,C R,2010.1,1312111,Hombres
   Lebanon,0,422,B R,2010.1,413057,Hombres
   Oman,0,512,C R,2010.1,658753,Hombres
   Qatar,0,634,C,2010.1,1206571,Hombres
   Saudi Arabia,0,682,C R,2010.1,5933281,Hombres
   State of Palestine*,5,275,B,2010.1,124660,Hombres
   Syrian Arab Republic,0,760,C R,2010.1,910982,Hombres
   Turkey,0,792,B R,2010.1,629868,Hombres
   United Arab Emirates,0,784,C R,2010.1,5463446,Hombres
   Yemen,0,887,C R,2010.1,156123,Hombres
 EUROPE,0,908,0,2010.1,34086590,Hombres
  Eastern Europe,0,923,0,2010.1,9035538,Hombres
   Belarus,0,112,B,2010.1,499384,Hombres
   Bulgaria,0,100,B,2010.1,33841,Hombres
   Czechia,0,203,C,2010.1,236160,Hombres
   Hungary,0,348,B,2010.1,210212,Hombres
   Poland,0,616,B,2010.1,262263,Hombres
   Republic of Moldova*,0,498,B,2010.1,52198,Hombres
   Romania,0,642,B,2010.1,87667,Hombres
   Russian Federation,0,643,B,2010.1,5514401,Hombres
   Slovakia,0,703,B,2010.1,66938,Hombres
   Ukraine*,0,804,B,2010.1,2072474,Hombres
  Northern Europe,0,924,0,2010.1,5447856,Hombres
   Channel Islands*,6,830,B,2010.1,36982,Hombres
   Denmark*,7,208,B,2010.1,242029,Hombres
   Estonia,0,233,B,2010.1,87644,Hombres
   Faroe Islands*,8,234,B,2010.1,2700,Hombres
   Finland*,0,246,B,2010.1,115105,Hombres
   Iceland,0,352,B,2010.1,17619,Hombres
   Ireland,0,372,B,2010.1,360440,Hombres
   Isle of Man*,9,833,B,2010.1,21361,Hombres
   Latvia,0,428,B,2010.1,124675,Hombres
   Lithuania,0,440,B,2010.1,69606,Hombres
   Norway*,0,578,B,2010.1,267235,Hombres
   Sweden,0,752,B,2010.1,648004,Hombres
   United Kingdom*,10,826,B,2010.1,3454456,Hombres
  Southern Europe,0,925,0,2010.1,7876651,Hombres
   Albania,0,8,B,2010.1,26901,Hombres
   Andorra,0,20,C,2010.1,27287,Hombres
   Bosnia and Herzegovina,0,70,I R,2010.1,18581,Hombres
   Croatia,0,191,B,2010.1,268466,Hombres
   Gibraltar*,11,292,B,2010.1,5171,Hombres
   Greece,0,300,B,2010.1,640731,Hombres
   Holy See*,0,336,I,2010.1,375,Hombres
   Italy,0,380,B,2010.1,2663889,Hombres
   Malta,0,470,B,2010.1,17118,Hombres
   Montenegro,0,499,B,2010.1,31639,Hombres
   North Macedonia,0,807,B,2010.1,54067,Hombres
   Portugal,0,620,B,2010.1,371536,Hombres
   San Marino,0,674,C,2010.1,2761,Hombres
   Serbia*,0,688,B,2010.1,364757,Hombres
   Slovenia,0,705,B,2010.1,145138,Hombres
   Spain*,0,724,B,2010.1,3238234,Hombres
  Western Europe,0,926,0,2010.1,11726545,Hombres
   Austria,0,40,B,2010.1,607191,Hombres
   Belgium,0,56,B,2010.1,726881,Hombres
   France*,12,250,B,2010.1,3554527,Hombres
   Germany,0,276,B,2010.1,4848689,Hombres
   Liechtenstein,0,438,B,2010.1,10867,Hombres
   Luxembourg,0,442,B,2010.1,81420,Hombres
   Monaco,0,492,B,2010.1,10325,Hombres
   Netherlands*,13,528,B,2010.1,881264,Hombres
   Switzerland,0,756,B,2010.1,1005381,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2010.1,4139431,Hombres
  Caribbean,0,915,0,2010.1,684560,Hombres
   Anguilla*,14,660,B R,2010.1,2415,Hombres
   Antigua and Barbuda,0,28,B R,2010.1,11788,Hombres
   Aruba*,15,533,B R,2010.1,15312,Hombres
   Bahamas,0,44,B R,2010.1,27883,Hombres
   Barbados,0,52,B R,2010.1,14746,Hombres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2010.1,0,Hombres
   British Virgin Islands*,18,92,B R,2010.1,8295,Hombres
   Cayman Islands*,19,136,C R,2010.1,12310,Hombres
   Cuba,0,192,B,2010.1,3232,Hombres
   Curaçao*,20,531,B R,2010.1,14196,Hombres
   Dominica,0,212,B,2010.1,4200,Hombres
   Dominican Republic,0,214,B R,2010.1,239808,Hombres
   Grenada,0,308,B,2010.1,3463,Hombres
   Guadeloupe*,21,312,B,2010.1,42768,Hombres
   Haiti,0,332,B R,2010.1,9552,Hombres
   Jamaica,0,388,B R,2010.1,12024,Hombres
   Martinique*,22,474,B R,2010.1,26330,Hombres
   Montserrat*,23,500,B,2010.1,664,Hombres
   Puerto Rico*,24,630,B,2010.1,142939,Hombres
   Saint Barthélemy*,0,652,0,2010.1,0,Hombres
   Saint Kitts and Nevis,0,659,B R,2010.1,3806,Hombres
   Saint Lucia,0,662,B R,2010.1,4377,Hombres
   Saint Martin (French part)*,0,663,0,2010.1,0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2010.1,2302,Hombres
   Sint Maarten (Dutch part)*,25,534,B R,2010.1,12570,Hombres
   Trinidad and Tobago,0,780,B R,2010.1,23152,Hombres
   Turks and Caicos Islands*,26,796,B R,2010.1,8907,Hombres
   United States Virgin Islands*,27,850,B,2010.1,26722,Hombres
  Central America,0,916,0,2010.1,875029,Hombres
   Belize,0,84,B R ,2010.1,23475,Hombres
   Costa Rica,0,188,B R,2010.1,196055,Hombres
   El Salvador,0,222,B R,2010.1,19157,Hombres
   Guatemala,0,320,B R,2010.1,30919,Hombres
   Honduras,0,340,B R,2010.1,14306,Hombres
   Mexico,0,484,B R,2010.1,490779,Hombres
   Nicaragua,0,558,B R,2010.1,19135,Hombres
   Panama,0,591,B R,2010.1,81203,Hombres
  South America,0,931,0,2010.1,2579842,Hombres
   Argentina,0,32,B R,2010.1,831696,Hombres
   Bolivia (Plurinational State of),0,68,B R,2010.1,64380,Hombres
   Brazil,0,76,B R,2010.1,319921,Hombres
   Chile,0,152,B,2010.1,178111,Hombres
   Colombia,0,170,B,2010.1,68391,Hombres
   Ecuador,0,218,B R,2010.1,193497,Hombres
   Falkland Islands (Malvinas)*,28,238,B,2010.1,807,Hombres
   French Guiana*,29,254,B R,2010.1,46564,Hombres
   Guyana,0,328,B R,2010.1,4530,Hombres
   Paraguay,0,600,B R,2010.1,83394,Hombres
   Peru,0,604,B R,2010.1,56097,Hombres
   Suriname,0,740,C R,2010.1,21658,Hombres
   Uruguay,0,858,B R,2010.1,34535,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2010.1,676261,Hombres
 NORTHERN AMERICA,0,905,0,2010.1,24944393,Hombres
   Bermuda*,30,60,B,2010.1,9035,Hombres
   Canada,0,124,B,2010.1,3236539,Hombres
   Greenland*,31,304,B,2010.1,4119,Hombres
   Saint Pierre and Miquelon*,32,666,B,2010.1,531,Hombres
   United States of America*,33,840,B,2010.1,21694169,Hombres
 OCEANIA ,0,909,0,2010.1,3539535,Hombres
  Australia and New Zealand,0,927,0,2010.1,3381077,Hombres
   Australia*,0,36,B,2010.1,2922030,Hombres
   New Zealand*,34,554,B,2010.1,459047,Hombres
  Melanesia,0,928,0,2010.1,61528,Hombres
   Fiji,0,242,B R,2010.1,7143,Hombres
   New Caledonia*,0,540,B,2010.1,32886,Hombres
   Papua New Guinea,0,598,C R,2010.1,18466,Hombres
   Solomon Islands,0,90,B R,2010.1,1546,Hombres
   Vanuatu,0,548,B R,2010.1,1487,Hombres
  Micronesia,0,954,0,2010.1,57754,Hombres
   Guam*,35,316,B,2010.1,38924,Hombres
   Kiribati,0,296,B,2010.1,1512,Hombres
   Marshall Islands,0,584,B,2010.1,1895,Hombres
   Micronesia (Fed. States of),0,583,B,2010.1,1503,Hombres
   Nauru,0,520,C R,2010.1,486,Hombres
   Northern Mariana Islands*,36,580,B,2010.1,10223,Hombres
   Palau,0,585,B,2010.1,3211,Hombres
  Polynesia*,0,957,0,2010.1,39176,Hombres
   American Samoa*,0,16,B,2010.1,12098,Hombres
   Cook Islands*,37,184,B R,2010.1,1895,Hombres
   French Polynesia*,38,258,B R,2010.1,18037,Hombres
   Niue*,39,570,B,2010.1,319,Hombres
   Samoa,0,882,B R,2010.1,2594,Hombres
   Tokelau*,40,772,B R,2010.1,543,Hombres
   Tonga,0,776,B R,2010.1,2503,Hombres
   Tuvalu,0,798,C,2010.1,121,Hombres
   Wallis and Futuna Islands*,41,876,B R,2010.1,1066,Hombres
 AFRICA,0,903,0,2015.1,12139998,Hombres
  Eastern Africa,0,910,0,2015.1,3377343,Hombres
   Burundi,0,108,B R,2015.1,146970,Hombres
   Comoros,0,174,B,2015.1,6071,Hombres
   Djibouti,0,262,B R,2015.1,59081,Hombres
   Eritrea,0,232,I R,2015.1,8833,Hombres
   Ethiopia,0,231,B R,2015.1,591409,Hombres
   Kenya,0,404,B R,2015.1,562909,Hombres
   Madagascar,0,450,C R,2015.1,18270,Hombres
   Malawi,0,454,B R,2015.1,93689,Hombres
   Mauritius*,0,480,C,2015.1,15832,Hombres
   Mayotte*,1,175,B R,2015.1,37657,Hombres
   Mozambique,0,508,B R,2015.1,155510,Hombres
   Réunion*,2,638,B,2015.1,64537,Hombres
   Rwanda,0,646,B R,2015.1,256327,Hombres
   Seychelles,0,690,B,2015.1,8954,Hombres
   Somalia,0,706,I R,2015.1,21584,Hombres
   South Sudan,0,728,B R,2015.1,430944,Hombres
   Uganda,0,800,B R,2015.1,415845,Hombres
   United Republic of Tanzania*,0,834,B R,2015.1,190617,Hombres
   Zambia,0,894,B R,2015.1,66651,Hombres
   Zimbabwe,0,716,B R,2015.1,225653,Hombres
  Middle Africa,0,911,0,2015.1,1828969,Hombres
   Angola,0,24,B R,2015.1,304635,Hombres
   Cameroon,0,120,B R,2015.1,251311,Hombres
   Central African Republic,0,140,C R,2015.1,43147,Hombres
   Chad,0,148,B R,2015.1,215640,Hombres
   Congo,0,178,B R,2015.1,213764,Hombres
   Democratic Republic of the Congo,0,180,B R,2015.1,393966,Hombres
   Equatorial Guinea,0,226,C,2015.1,161527,Hombres
   Gabon,0,266,C R,2015.1,243782,Hombres
   Sao Tome and Principe,0,678,C,2015.1,1197,Hombres
  Northern Africa,0,912,0,2015.1,1273692,Hombres
   Algeria,0,12,B R,2015.1,126522,Hombres
   Egypt,0,818,B R,2015.1,207433,Hombres
   Libya,0,434,C R,2015.1,549153,Hombres
   Morocco,0,504,C R,2015.1,46387,Hombres
   Sudan,3,729,B R,2015.1,311885,Hombres
   Tunisia,0,788,C R,2015.1,29253,Hombres
   Western Sahara,0,732,I,2015.1,3059,Hombres
  Southern Africa,0,913,0,2015.1,1905968,Hombres
   Botswana,0,72,B R,2015.1,58651,Hombres
   Eswatini,0,748,B R,2015.1,16627,Hombres
   Lesotho,0,426,C R,2015.1,5037,Hombres
   Namibia,0,516,B R,2015.1,54739,Hombres
   South Africa,0,710,B R,2015.1,1770914,Hombres
  Western Africa,0,914,0,2015.1,3754026,Hombres
   Benin,0,204,C B R,2015.1,172056,Hombres
   Burkina Faso,0,854,B R,2015.1,335328,Hombres
   Cabo Verde,0,132,B R,2015.1,7547,Hombres
   Côte d'Ivoire,0,384,C B R,2015.1,1368110,Hombres
   Gambia,0,270,B R,2015.1,101501,Hombres
   Ghana,0,288,B R,2015.1,221026,Hombres
   Guinea,0,324,C B R,2015.1,74193,Hombres
   Guinea-Bissau,0,624,B R,2015.1,10826,Hombres
   Liberia,0,430,B R,2015.1,64079,Hombres
   Mali,0,466,B R,2015.1,213218,Hombres
   Mauritania,0,478,C R,2015.1,94070,Hombres
   Niger,0,562,B R,2015.1,119915,Hombres
   Nigeria,0,566,C R,2015.1,657887,Hombres
   Saint Helena*,4,654,C,2015.1,251,Hombres
   Senegal,0,686,B R,2015.1,141402,Hombres
   Sierra Leone,0,694,B R,2015.1,33077,Hombres
   Togo,0,768,C R,2015.1,139540,Hombres
 ASIA,0,935,0,2015.1,44550946,Hombres
  Central Asia,0,5500,0,2015.1,2596335,Hombres
   Kazakhstan,0,398,B R,2015.1,1757828,Hombres
   Kyrgyzstan,0,417,B R,2015.1,82616,Hombres
   Tajikistan,0,762,B R,2015.1,118639,Hombres
   Turkmenistan,0,795,B R,2015.1,91531,Hombres
   Uzbekistan,0,860,B R,2015.1,545721,Hombres
  Eastern Asia,0,906,0,2015.1,3744128,Hombres
   China*,0,156,C,2015.1,600136,Hombres
"   China, Hong Kong SAR*",0,344,B R,2015.1,1120982,Hombres
"   China, Macao SAR*",0,446,B,2015.1,174589,Hombres
"   China, Taiwan Province of China*",0,158,0,2015.1,0,Hombres
   Dem. People's Republic of Korea,0,408,I,2015.1,24110,Hombres
   Japan,0,392,C,2015.1,1050070,Hombres
   Mongolia,0,496,C R,2015.1,13284,Hombres
   Republic of Korea,0,410,C R,2015.1,760957,Hombres
  South-Eastern Asia,0,920,0,2015.1,5356686,Hombres
   Brunei Darussalam,0,96,B,2015.1,58181,Hombres
   Cambodia,0,116,B R,2015.1,39854,Hombres
   Indonesia,0,360,B R,2015.1,196717,Hombres
   Lao People's Democratic Republic,0,418,C R,2015.1,29335,Hombres
   Malaysia*,0,458,C R,2015.1,1996220,Hombres
   Myanmar,0,104,C,2015.1,40178,Hombres
   Philippines,0,608,C R,2015.1,109783,Hombres
   Singapore,0,702,B,2015.1,1096394,Hombres
   Thailand,0,764,B R,2015.1,1742708,Hombres
   Timor-Leste,0,626,B R,2015.1,5148,Hombres
   Viet Nam,0,704,C R,2015.1,42168,Hombres
  Southern Asia,0,5501,0,2015.1,7007526,Hombres
   Afghanistan,0,4,B R,2015.1,171550,Hombres
   Bangladesh,0,50,B R,2015.1,751741,Hombres
   Bhutan,0,64,B,2015.1,43396,Hombres
   India,0,356,B R,2015.1,2474515,Hombres
   Iran (Islamic Republic of),0,364,C R,2015.1,1487403,Hombres
   Maldives,0,462,C,2015.1,56345,Hombres
   Nepal,0,524,B R,2015.1,156361,Hombres
   Pakistan,0,586,B R,2015.1,1845470,Hombres
   Sri Lanka,0,144,B R,2015.1,20745,Hombres
  Western Asia,0,922,0,2015.1,25846271,Hombres
   Armenia,0,51,B R,2015.1,77436,Hombres
   Azerbaijan*,0,31,B R,2015.1,126656,Hombres
   Bahrain,0,48,C R,2015.1,529546,Hombres
   Cyprus*,0,196,B,2015.1,77357,Hombres
   Georgia*,0,268,B R,2015.1,33570,Hombres
   Iraq,0,368,C R,2015.1,209217,Hombres
   Israel,0,376,B R,2015.1,912899,Hombres
   Jordan,0,400,C R,2015.1,1594808,Hombres
   Kuwait,0,414,C R,2015.1,1901855,Hombres
   Lebanon,0,422,B R,2015.1,921661,Hombres
   Oman,0,512,C R,2015.1,1552000,Hombres
   Qatar,0,634,C,2015.1,1416361,Hombres
   Saudi Arabia,0,682,C R,2015.1,7461502,Hombres
   State of Palestine*,5,275,B,2015.1,124710,Hombres
   Syrian Arab Republic,0,760,C R,2015.1,426967,Hombres
   Turkey,0,792,B R,2015.1,2390166,Hombres
   United Arab Emirates,0,784,C R,2015.1,5890170,Hombres
   Yemen,0,887,C R,2015.1,199390,Hombres
 EUROPE,0,908,0,2015.1,35808075,Hombres
  Eastern Europe,0,923,0,2015.1,9395960,Hombres
   Belarus,0,112,B,2015.1,495961,Hombres
   Bulgaria,0,100,B,2015.1,60058,Hombres
   Czechia,0,203,C,2015.1,239228,Hombres
   Hungary,0,348,B,2015.1,235719,Hombres
   Poland,0,616,B,2015.1,256623,Hombres
   Republic of Moldova*,0,498,B,2015.1,43467,Hombres
   Romania,0,642,B,2015.1,146758,Hombres
   Russian Federation,0,643,B,2015.1,5715211,Hombres
   Slovakia,0,703,B,2015.1,89011,Hombres
   Ukraine*,0,804,B,2015.1,2113924,Hombres
  Northern Europe,0,924,0,2015.1,6347909,Hombres
   Channel Islands*,6,830,B,2015.1,39338,Hombres
   Denmark*,7,208,B,2015.1,291431,Hombres
   Estonia,0,233,B,2015.1,80024,Hombres
   Faroe Islands*,8,234,B,2015.1,2783,Hombres
   Finland*,0,246,B,2015.1,159315,Hombres
   Iceland,0,352,B,2015.1,19070,Hombres
   Ireland,0,372,B,2015.1,376338,Hombres
   Isle of Man*,9,833,B,2015.1,20596,Hombres
   Latvia,0,428,B,2015.1,104011,Hombres
   Lithuania,0,440,B,2015.1,57508,Hombres
   Norway*,0,578,B,2015.1,389370,Hombres
   Sweden,0,752,B,2015.1,786870,Hombres
   United Kingdom*,10,826,B,2015.1,4021255,Hombres
  Southern Europe,0,925,0,2015.1,7427084,Hombres
   Albania,0,8,B,2015.1,26517,Hombres
   Andorra,0,20,C,2015.1,21485,Hombres
   Bosnia and Herzegovina,0,70,I R,2015.1,18412,Hombres
   Croatia,0,191,B,2015.1,260473,Hombres
   Gibraltar*,11,292,B,2015.1,5591,Hombres
   Greece,0,300,B,2015.1,570529,Hombres
   Holy See*,0,336,I,2015.1,376,Hombres
   Italy,0,380,B,2015.1,2637798,Hombres
   Malta,0,470,B,2015.1,28332,Hombres
   Montenegro,0,499,B,2015.1,28178,Hombres
   North Macedonia,0,807,B,2015.1,54496,Hombres
   Portugal,0,620,B,2015.1,398390,Hombres
   San Marino,0,674,C,2015.1,2867,Hombres
   Serbia*,0,688,B,2015.1,355180,Hombres
   Slovenia,0,705,B,2015.1,134460,Hombres
   Spain*,0,724,B,2015.1,2884000,Hombres
  Western Europe,0,926,0,2015.1,12637122,Hombres
   Austria,0,40,B,2015.1,714537,Hombres
   Belgium,0,56,B,2015.1,869989,Hombres
   France*,12,250,B,2015.1,3808573,Hombres
   Germany,0,276,B,2015.1,5037961,Hombres
   Liechtenstein,0,438,B,2015.1,11605,Hombres
   Luxembourg,0,442,B,2015.1,126129,Hombres
   Monaco,0,492,B,2015.1,12599,Hombres
   Netherlands*,13,528,B,2015.1,952313,Hombres
   Switzerland,0,756,B,2015.1,1103416,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2015.1,4738649,Hombres
  Caribbean,0,915,0,2015.1,798867,Hombres
   Anguilla*,14,660,B R,2015.1,2594,Hombres
   Antigua and Barbuda,0,28,B R,2015.1,12524,Hombres
   Aruba*,15,533,B R,2015.1,16108,Hombres
   Bahamas,0,44,B R,2015.1,29963,Hombres
   Barbados,0,52,B R,2015.1,15488,Hombres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2015.1,0,Hombres
   British Virgin Islands*,18,92,B R,2015.1,9413,Hombres
   Cayman Islands*,19,136,C R,2015.1,13406,Hombres
   Cuba,0,192,B,2015.1,2027,Hombres
   Curaçao*,20,531,B R,2015.1,15467,Hombres
   Dominica,0,212,B,2015.1,4215,Hombres
   Dominican Republic,0,214,B R,2015.1,353448,Hombres
   Grenada,0,308,B,2015.1,3502,Hombres
   Guadeloupe*,21,312,B,2015.1,38680,Hombres
   Haiti,0,332,B R,2015.1,10036,Hombres
   Jamaica,0,388,B R,2015.1,11765,Hombres
   Martinique*,22,474,B R,2015.1,29432,Hombres
   Montserrat*,23,500,B,2015.1,696,Hombres
   Puerto Rico*,24,630,B,2015.1,130916,Hombres
   Saint Barthélemy*,0,652,0,2015.1,0,Hombres
   Saint Kitts and Nevis,0,659,B R,2015.1,3916,Hombres
   Saint Lucia,0,662,B R,2015.1,4179,Hombres
   Saint Martin (French part)*,0,663,0,2015.1,0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2015.1,2355,Hombres
   Sint Maarten (Dutch part)*,25,534,B R,2015.1,13077,Hombres
   Trinidad and Tobago,0,780,B R,2015.1,24464,Hombres
   Turks and Caicos Islands*,26,796,B R,2015.1,11759,Hombres
   United States Virgin Islands*,27,850,B,2015.1,26728,Hombres
  Central America,0,916,0,2015.1,924739,Hombres
   Belize,0,84,B R ,2015.1,27473,Hombres
   Costa Rica,0,188,B R,2015.1,197613,Hombres
