Año,Country Name,Country Code,Crecimiento del PIB (anual %),Tasa de desempleo (%),"Inflación, deflactor PIB (anual %)","Homicidios intencionales (por 100,000 personas)",Muertes por conflicto (nro personas),Control de Corrupción (rango percentil),Emisiones de CO2 (kt),Esperanza de vida al nacer (años),Migración neta,Población total
2009,Bangladesh,BGD,5.05%,5.00%,6.76%,2.88,0,14.83,"44,750.0",67.40,"-740,788.0","146,706,810.0"
2009,Barbados,BRB,-5.02%,10.02%,-1.74%,6.94,0,89.95,"1,599.7",75.68,75.0,"273,791.0"
2009,Belarus,BLR,0.20%,6.10%,9.26%,4.99,0,33.97,"57,177.3",70.41,"2,166.0","9,504,583.0"
2009,Belgium,BEL,-2.02%,7.91%,0.53%,0.00,0,90.91,"99,904.4",80.03,"53,385.0","10,796,493.0"
2009,Belize,BLZ,-0.45%,8.24%,-2.36%,30.87,0,59.33,532.0,71.82,"2,694.0","314,171.0"
2009,Benin,BEN,2.32%,1.00%,2.54%,0.00,0,29.67,"4,417.2",57.96,"4,272.0","9,172,514.0"
2009,Bermuda,BMU,-5.63%,0.00%,1.04%,9.47,0,87.56,0.0,80.00,-264.0,"65,636.0"
2009,Bhutan,BTN,6.75%,3.96%,4.76%,2.29,0,79.43,396.83,67.90,"-1,274.0","697,678.0"
2009,Bolivia,BOL,3.36%,2.97%,-2.42%,0.00,0,29.19,"13,570.4",65.88,"-13,056.0","10,051,317.0"
2009,Bosnia and Herzegovina,BIH,-3.00%,24.07%,0.19%,1.83,0,43.06,"20,589.7",76.98,"-68,227.0","3,877,750.0"
2009,Botswana,BWA,-14.14%,16.17%,15.11%,14.10,0,78.95,"4,186.58",58.28,"4,349.0","2,048,997.0"
2009,British Virgin Islands,VGB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,75.26,763.0,"27,044.0"
2009,Brunei Darussalam,BRN,-1.76%,6.39%,-22.09%,0.77,0,79.90,"7,874.3",74.85,569.0,"390,311.0"
2009,Bulgaria,BGR,-3.27%,6.82%,3.86%,1.96,0,50.72,"42,907.8",73.41,"-6,997.0","7,444,443.0"
2009,Burkina Faso,BFA,2.96%,3.57%,2.41%,0.89,0,44.98,"1,930.1",55.96,"-40,215.0","15,650,022.0"
2009,Burundi,BDI,3.81%,1.62%,10.46%,0.00,0,11.48,198.1,56.39,"184,361.0","8,709,366.0"
2009,Cabo Verde,CPV,-1.50%,10.75%,1.95%,0.00,0,77.51,510.6,73.09,"-3,429.0","515,638.0"
2009,Cambodia,KHM,0.09%,0.58%,2.50%,2.34,0,9.57,"4,745.0",67.44,"-48,418.0","14,155,740.0"
2009,Cameroon,CMR,2.58%,3.77%,3.60%,6.61,0,17.70,"7,032.4",56.10,"-10,203.0","19,319,274.0"
2009,Canada,CAN,-2.93%,8.34%,-2.31%,1.82,0,96.65,"521,399.4",81.07,"240,878.0","33,628,895.0"
2009,Cayman Islands,CYM,-7.20%,0.00%,0.61%,15.21,0,83.25,0.0,0.00,918.0,"52,602.0"
2009,Central African Republic,CAF,8.59%,5.27%,0.71%,0.00,88,18.18,168.2,48.65,"-28,917.0","4,564,540.0"
2009,Chad,TCD,4.22%,0.96%,-9.56%,0.00,135,2.39,"1,114.2",49.20,"9,108.0","11,496,128.0"
2009,Channel Islands,CHI,0.00%,7.18%,0.00%,0.00,0,0.00,0.0,81.00,750.0,"155,721.0"
2009,Chile,CHL,-1.12%,11.31%,3.58%,3.74,0,88.04,"65,450.6",78.74,"24,330.0","16,833,447.0"
2009,Colombia,COL,1.14%,11.32%,4.06%,35.69,377,45.45,"62,670.6",74.74,"-46,902.0","44,313,917.0"
2009,Comoros,COM,3.24%,6.34%,0.99%,0.00,0,21.53,140.4,60.83,"-2,420.0","642,493.0"
2009,"Congo, Dem. Rep.",COD,2.86%,3.81%,32.66%,0.00,"1,978",1.91,"2,502.8",55.84,"-46,015.0","64,270,232.0"
2009,"Congo, Rep.",COG,11.64%,19.94%,-21.17%,0.00,0,8.13,"4,838.56",61.09,"86,016.0","4,257,230.0"
2009,Costa Rica,CRI,-0.87%,7.71%,9.70%,11.51,0,73.21,"7,198.5",78.67,"5,283.0","4,563,127.0"
2009,Cote d'Ivoire,CIV,3.60%,6.60%,1.21%,0.00,0,11.96,"6,031.2",54.39,"-136,317.0","20,677,762.0"
2009,Croatia,HRV,-7.19%,9.20%,2.98%,1.12,0,55.98,"20,305.9",76.17,"-3,675.0","4,305,181.0"
2009,Cuba,CUB,1.45%,1.67%,0.63%,5.01,0,66.51,"26,979.6",77.55,"-30,328.0","11,283,185.0"
2009,Curacao,CUW,-0.53%,0.00%,1.80%,0.00,0,0.00,0.0,76.16,"1,570.0","146,833.0"
2009,Cyprus,CYP,-2.02%,5.36%,0.26%,1.71,0,77.99,"8,276.1",79.40,"12,173.0","1,110,974.0"
2009,Czechia,CZE,-4.66%,6.66%,2.59%,0.90,0,68.90,"113,246.1",77.08,"31,317.0","10,443,936.0"
2009,Denmark,DNK,-4.91%,6.41%,0.53%,0.00,0,100.00,"47,933.6",78.60,"15,469.0","5,523,095.0"
2009,Djibouti,DJI,0.00%,27.40%,0.00%,0.00,0,44.02,465.5,59.67,"2,770.0","901,103.0"
2009,Dominica,DMA,-1.17%,0.00%,8.00%,18.90,0,74.64,163.8,72.17,-228.0,"68,787.0"
2009,Dominican Republic,DOM,0.95%,5.47%,3.50%,24.62,0,22.01,"19,657.2",71.87,"-30,468.0","9,648,061.0"
2009,Ecuador,ECU,0.57%,4.61%,0.66%,17.81,0,24.88,"34,498.5",75.18,"-8,487.0","14,742,766.0"
2009,"Egypt, Arab Rep.",EGY,4.67%,9.09%,11.19%,1.07,0,38.76,"197,660.5",69.48,"-55,856.0","85,501,064.0"
2009,El Salvador,SLV,-2.09%,7.33%,-0.06%,71.94,0,50.24,"6,676.8",71.58,"-55,962.0","6,091,188.0"
2009,Equatorial Guinea,GNQ,1.34%,8.06%,-20.83%,0.00,0,7.18,"6,066.1",57.43,"21,233.0","1,043,686.0"
2009,Eritrea,ERI,3.88%,5.64%,29.50%,0.00,0,37.80,467.83,63.33,"-24,355.0","3,083,888.0"
2009,Estonia,EST,-14.63%,13.55%,-0.39%,5.25,0,80.38,"14,047.9",74.82,"-1,939.0","1,334,515.0"
2009,Eswatini,SWZ,1.57%,27.07%,9.77%,17.08,0,58.37,"1,042.3",44.64,"-10,223.0","1,094,886.0"
2009,Ethiopia,ETH,8.80%,2.39%,24.15%,0.00,515,25.84,"6,534.5",58.80,"16,319.0","86,755,585.0"
2009,Faroe Islands,FRO,-4.30%,0.00%,1.33%,0.00,0,0.00,0.0,80.39,-159.0,"48,429.0"
2009,Fiji,FJI,-1.39%,4.33%,1.39%,3.22,0,53.11,766.7,67.09,"-10,445.0","901,383.0"
2009,Finland,FIN,-8.07%,8.25%,1.77%,2.25,0,98.56,"54,180.9",79.72,"14,757.0","5,338,871.0"
2009,French Polynesia,PYF,-4.23%,12.27%,1.59%,0.35,0,0.00,0.0,80.67,"-2,603.0","282,283.0"
2009,Gabon,GAB,0.13%,19.83%,-18.07%,0.00,0,13.40,"5,207.58",63.30,"15,277.0","1,653,542.0"
2009,"Gambia, The",GMB,6.67%,9.13%,4.51%,0.00,0,34.45,484.9,60.43,"-2,267.0","1,878,119.0"
2009,Georgia,GEO,-3.65%,20.71%,-2.14%,5.45,0,54.55,"5,624.3",71.95,"-32,758.0","3,814,419.0"
2009,Ghana,GHA,4.84%,5.24%,15.67%,1.71,0,58.85,"9,320.3",60.95,"22,415.0","24,950,762.0"
2009,Gibraltar,GIB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,81.24,299.0,"30,819.0"
2009,Greece,GRC,-4.30%,9.62%,2.57%,1.37,0,59.81,"94,740.2",80.19,"-23,831.0","11,107,017.0"
2009,Greenland,GRL,0.87%,0.00%,5.54%,17.72,0,84.21,0.0,70.53,-573.0,"56,323.0"
2009,Grenada,GRD,-6.61%,0.00%,-0.01%,6.18,0,69.86,262.4,75.04,-459.0,"113,249.0"
2009,Guam,GUM,0.44%,9.30%,3.20%,3.04,0,77.03,0.0,77.09,"-2,933.0","164,580.0"
2009,Guatemala,GTM,0.48%,3.49%,3.60%,45.57,0,36.36,"11,884.4",70.64,"-43,051.0","14,000,190.0"
2009,Guinea,GIN,-1.12%,4.87%,1.77%,0.00,0,12.44,"2,124.1",56.35,"-34,050.0","10,021,323.0"
2009,Guinea-Bissau,GNB,3.37%,3.10%,-2.46%,0.00,0,7.66,234.6,55.54,"-2,821.0","1,527,196.0"
2009,Guyana,GUY,3.61%,11.54%,1.15%,15.57,0,35.89,"1,627.2",66.56,"-14,130.0","751,258.0"
2009,Haiti,HTI,5.89%,15.66%,11.60%,6.15,0,12.92,"1,991.4",61.74,"-27,949.0","9,730,638.0"
2009,Honduras,HND,-2.43%,3.29%,7.65%,63.79,0,20.10,"8,072.9",70.91,"-5,196.0","8,277,302.0"
2009,"Hong Kong SAR, China",HKG,-2.46%,5.26%,-0.38%,0.66,0,94.26,0.0,82.78,"20,910.0","6,972,800.0"
2009,Hungary,HUN,-6.60%,10.03%,4.20%,1.39,0,69.38,"47,839.1",73.90,"19,182.0","10,022,650.0"
2009,Iceland,ISL,-7.66%,7.22%,10.80%,0.31,0,95.69,"2,108.0",81.75,"-4,793.0","318,499.0"
2009,"Iran, Islamic Rep.",IRN,1.01%,12.11%,4.60%,2.98,133,23.92,"542,297.1",72.70,"99,224.0","74,322,685.0"
2009,Iraq,IRQ,3.38%,8.39%,-19.52%,8.43,"1,045",3.83,"94,205.5",66.45,"120,311.0","30,289,040.0"
2009,Ireland,IRL,-5.10%,12.61%,-4.62%,1.18,0,93.78,"40,583.3",80.19,"-18,556.0","4,535,375.0"
2009,Isle of Man,IMN,2.10%,0.00%,6.97%,0.00,0,0.00,0.0,78.68,676.0,"82,915.0"
2009,Israel,ISR,0.88%,9.53%,4.42%,2.00,696,74.16,"65,727.7",81.40,"7,978.0","7,485,600.0"
2009,Jamaica,JAM,-4.35%,7.31%,11.66%,61.82,0,47.85,"7,889.0",72.12,"-15,946.0","2,722,401.0"
2009,Jordan,JOR,5.02%,12.90%,3.16%,1.50,0,62.68,"20,665.0",73.80,"-49,687.0","6,780,493.0"
2009,Kazakhstan,KAZ,1.20%,6.55%,4.69%,10.80,0,19.14,"213,617.1",68.39,"8,215.0","16,092,822.0"
2009,Kenya,KEN,3.31%,2.92%,27.70%,4.73,0,15.79,"12,424.4",60.37,"7,098.0","40,364,444.0"
2009,Kiribati,KIR,0.80%,0.00%,0.17%,0.94,0,54.07,58.6,64.89,-451.0,"105,996.0"
2009,"Korea, Dem. People's Rep.",PRK,0.00%,2.90%,0.00%,0.00,0,4.78,"55,256.9",69.73,"-3,055.0","24,581,509.0"
2009,Kosovo,XKX,5.03%,0.00%,-2.83%,4.06,0,32.54,0.0,77.67,"-33,429.0","1,761,474.0"
2009,Kuwait,KWT,-7.08%,1.64%,-17.17%,1.75,0,66.99,"77,654.2",77.44,"90,945.0","2,795,550.0"
2009,Kyrgyz Republic,KGZ,2.89%,2.79%,4.04%,7.85,0,4.31,"6,734.6",69.10,"-29,651.0","5,383,300.0"
2009,Lao PDR,LAO,7.50%,0.85%,-2.93%,0.00,0,5.74,"2,537.5",63.27,"-27,999.0","6,229,930.0"
2009,Latvia,LVA,-14.26%,17.51%,-9.65%,0.00,0,64.59,"7,364.1",73.08,"-15,152.0","2,141,669.0"
2009,Lebanon,LBN,10.23%,6.35%,10.28%,2.93,0,21.05,"21,902.7",77.89,"-2,700.0","4,951,135.0"
2009,Lesotho,LSO,-1.26%,17.05%,2.35%,0.00,0,63.16,"2,101.7",44.03,"-4,626.0","2,009,169.0"
2009,Liberia,LBR,5.30%,2.26%,-2.72%,3.71,0,32.06,533.84,59.19,"1,193.0","3,905,066.0"
2009,Libya,LBY,-4.40%,19.41%,-24.85%,0.00,0,8.61,"56,404.0",72.36,"11,670.0","6,360,191.0"
2009,Liechtenstein,LIE,-1.16%,0.00%,-9.90%,0.00,0,92.34,205.374673,81.50,120.0,"35,675.0"
2009,Lithuania,LTU,-14.84%,13.79%,-3.30%,7.92,0,65.07,"11,692.1",72.91,"-30,706.0","3,162,916.0"
2009,Luxembourg,LUX,-3.24%,5.12%,0.87%,1.00,0,94.74,"10,442.9",80.64,"6,745.0","497,783.0"
2009,"Macao SAR, China",MAC,1.27%,3.58%,0.92%,0.92,0,62.20,0.0,83.28,"11,257.0","543,021.0"
2009,Madagascar,MDG,-3.98%,4.00%,6.93%,0.00,0,46.89,"1,686.22",62.73,485.0,"21,117,092.0"
2009,Malawi,MWI,8.33%,4.92%,7.90%,2.24,0,41.15,"1,036.69",55.45,"-8,588.0","14,298,932.0"
2009,Malaysia,MYS,-1.51%,3.66%,-5.99%,1.99,0,55.50,"181,472.7",74.23,"194,571.0","28,217,204.0"
2009,Maldives,MDV,-7.23%,11.70%,11.29%,1.72,0,28.71,916.6,77.07,"5,992.0","349,037.0"
2009,Mali,MLI,4.81%,1.33%,4.64%,0.00,126,27.75,"1,943.9",55.87,"-34,428.0","15,032,635.0"
2009,Malta,MLT,-1.13%,6.89%,2.02%,0.96,0,73.68,"2,509.9",80.24,"1,774.0","412,477.0"
2009,Marshall Islands,MHL,3.67%,0.00%,-0.47%,0.00,0,27.27,137.3,63.23,"-1,544.0","53,593.0"
2009,Mauritania,MRT,0.10%,9.94%,-0.36%,0.00,0,31.58,"1,994.7",62.80,"-2,553.0","3,322,616.0"
2009,Mauritius,MUS,3.32%,7.26%,-0.65%,2.97,0,70.81,"3,423.3",72.88,"-3,146.0","1,247,429.0"
2009,"Micronesia, Fed. Sts.",FSM,1.09%,0.00%,5.36%,0.00,0,52.15,152.2,71.11,"-2,971.0","107,868.0"
2009,Moldova,MDA,-6.00%,6.40%,2.17%,6.56,0,26.79,"7,638.1",69.57,"-70,926.0","2,865,213.0"
2009,Monaco,MCO,-11.30%,0.00%,0.06%,0.00,0,0.00,0.0,0.00,795.0,"32,401.0"
2009,Mongolia,MNG,-1.27%,5.86%,1.83%,8.21,0,24.40,"13,638.49",66.77,"-9,646.0","2,666,713.0"
2009,Montenegro,MNE,-5.80%,19.09%,2.41%,3.33,0,51.20,"1,747.5",75.14,"-3,268.0","618,294.0"
2009,Morocco,MAR,3.75%,8.96%,-0.45%,1.35,0,43.54,"48,765.7",70.46,"-82,207.0","32,042,877.0"
2009,Mozambique,MOZ,6.32%,3.19%,1.07%,3.67,0,40.67,"2,494.3",53.79,"-60,999.0","22,436,660.0"
2009,Myanmar,MMR,10.41%,0.69%,8.76%,1.79,193,0.48,"7,371.1",63.16,"-158,651.0","49,015,836.0"
2009,Namibia,NAM,0.30%,22.29%,6.95%,18.76,0,66.03,"3,000.1",55.50,"-8,626.0","2,067,919.0"
2009,Nauru,NRU,-6.06%,0.00%,52.07%,0.00,0,42.11,40.4,59.12,-262.0,"10,233.0"
2009,Nepal,NPL,4.53%,10.54%,15.91%,2.98,0,26.32,"3,882.8",66.76,"-300,762.0","27,026,941.0"
2009,New Caledonia,NCL,0.00%,13.97%,0.00%,3.11,0,0.00,0.0,76.98,"1,005.0","245,950.0"
2009,New Zealand,NZL,-0.11%,6.12%,2.70%,1.56,0,99.52,"31,169.7",80.70,"12,403.0","4,302,600.0"
2009,Nicaragua,NIC,-3.29%,8.16%,6.04%,13.90,0,25.36,"4,394.5",71.43,"-29,914.0","5,770,639.0"
2009,Niger,NER,1.96%,1.27%,4.19%,0.00,0,31.10,"1,075.27",57.40,"-9,028.0","16,037,915.0"
2009,Nigeria,NGA,8.04%,3.76%,0.69%,0.00,405,16.75,"76,947.4",50.71,"-48,397.0","156,595,758.0"
2009,North Macedonia,MKD,-0.36%,32.35%,0.30%,1.67,0,53.59,"8,512.3",74.45,"-1,478.0","2,050,671.0"
2009,Northern Mariana Islands,MNP,-17.57%,0.00%,2.71%,0.00,0,0.00,0.0,0.00,"-3,995.0","57,056.0"
2009,Norway,NOR,-1.94%,3.10%,-5.12%,0.60,0,95.22,"37,439.3",80.80,"39,234.0","4,828,726.0"
2009,Oman,OMN,6.11%,4.06%,-25.13%,1.37,0,67.46,"43,595.1",74.68,"-4,718.0","2,697,537.0"
2009,Pakistan,PAK,2.83%,0.54%,20.67%,6.57,"6,864",13.88,"145,337.9",64.14,"-338,507.0","190,123,222.0"
2009,Palau,PLW,-6.59%,0.00%,1.25%,0.00,0,42.11,204.6,0.00,-347.0,"18,826.0"
2009,Panama,PAN,1.24%,6.01%,6.47%,15.79,0,47.37,"8,698.5",76.34,"4,765.0","3,559,343.0"
2009,Papua New Guinea,PNG,6.80%,2.12%,-4.88%,9.47,0,6.22,"5,050.0",62.79,"49,646.0","7,358,890.0"
2009,Paraguay,PRY,-0.26%,5.46%,3.65%,14.40,0,22.97,"4,567.9",71.64,"-40,108.0","5,702,574.0"
2009,Peru,PER,1.10%,3.96%,2.06%,0.00,50,45.93,"41,170.6",73.47,"-219,304.0","29,009,326.0"
2009,Philippines,PHL,1.45%,3.86%,2.74%,9.78,894,23.44,"76,321.9",70.63,"-232,359.0","92,946,951.0"
2009,Poland,POL,2.83%,8.17%,3.79%,1.00,0,70.33,"297,260.3",75.70,"14,220.0","38,151,603.0"
2009,Portugal,PRT,-3.12%,9.43%,1.10%,0.00,0,81.82,"56,299.6",78.73,"15,657.0","10,568,247.0"
2009,Puerto Rico,PRI,-1.95%,15.00%,4.98%,25.57,0,71.29,0.0,77.88,"-29,338.0","3,740,410.0"
2009,Qatar,QAT,11.96%,0.31%,-24.22%,0.50,0,91.39,"54,310.2",77.88,"111,510.0","1,610,274.0"
2009,Romania,ROU,-5.52%,6.86%,4.09%,1.26,0,48.80,"80,699.2",73.31,"-129,392.0","20,367,487.0"
2009,Rwanda,RWA,6.25%,11.92%,7.15%,0.00,0,60.77,670.88,61.96,"-15,121.0","10,043,737.0"
2009,Samoa,WSM,-0.54%,5.84%,1.68%,8.28,0,61.72,176.4,70.07,"-3,252.0","193,176.0"
2009,San Marino,SMR,-10.32%,0.00%,1.00%,0.00,0,0.00,0.0,0.00,366.0,"31,059.0"
2009,Sao Tome and Principe,STP,2.43%,15.26%,7.57%,2.81,0,52.63,93.8,65.12,"-1,306.0","178,128.0"
2009,Senegal,SEN,2.75%,10.19%,-1.69%,0.00,0,37.32,"6,666.2",63.92,"-43,643.0","12,195,029.0"
2009,Serbia,SRB,-2.73%,16.14%,7.89%,2.00,0,48.33,"46,874.8",73.99,46.0,"7,320,807.0"
2009,Seychelles,SYC,-2.48%,0.00%,28.21%,15.38,0,72.25,448.3,73.08,317.0,"87,298.0"
2009,Sierra Leone,SLE,3.21%,4.06%,8.55%,2.52,0,18.66,517.8,52.63,"18,145.0","6,259,842.0"
2009,Singapore,SGP,0.13%,5.86%,2.95%,0.40,0,98.09,"38,831.8",81.24,"142,947.0","4,987,573.0"
2009,Sint Maarten (Dutch part),SXM,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,75.44,23.0,"34,238.0"
2009,Slovak Republic,SVK,-5.46%,12.03%,-1.16%,1.45,0,65.55,"33,908.9",74.91,"1,148.0","5,386,406.0"
2009,Slovenia,SVN,-7.55%,5.86%,3.40%,0.64,0,80.86,"15,509.2",78.97,"7,660.0","2,039,669.0"
2009,Solomon Islands,SLB,2.86%,2.02%,4.87%,0.00,0,49.28,333.5,68.47,"-2,579.0","527,833.0"
2009,Somalia,SOM,0.00%,19.17%,0.00%,0.00,"1,477",0.00,614.4,51.85,"-101,795.0","11,730,037.0"
2009,South Africa,ZAF,-1.54%,20.51%,8.66%,32.77,0,61.24,"404,354.0",57.45,"41,532.0","51,170,779.0"
2009,South Sudan,SSD,5.04%,12.21%,-11.83%,0.00,0,0.00,"1,290.671108",53.89,"139,129.0","9,229,227.0"
2009,Sri Lanka,LKA,3.54%,5.85%,5.88%,5.37,"10,165",42.58,"12,291.4",69.19,"5,484.0","20,482,477.0"
2009,St. Kitts and Nevis,KNA,-3.38%,0.00%,3.04%,57.10,0,87.56,228.6,71.39,-171.0,"47,286.0"
2009,St. Lucia,LCA,-2.83%,15.37%,0.32%,22.98,0,88.52,444.2,72.72,200.0,"169,688.0"
2009,St. Martin (French part),MAF,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,78.24,-9.0,"36,132.0"
2009,St. Vincent and the Grenadines,VCT,-1.38%,18.92%,-1.14%,20.94,0,83.73,288.2,75.08,"-1,659.0","109,840.0"
2009,Sudan,SDN,-2.77%,13.00%,1.86%,0.00,373,10.53,"15,490.3",62.64,"-79,473.0","32,948,155.0"
2009,Suriname,SUR,3.01%,8.72%,6.48%,0.00,0,49.76,"1,446.77",69.50,"-1,214.0","539,987.0"
2009,Sweden,SWE,-4.34%,8.35%,2.36%,1.00,0,99.04,"42,760.7",81.35,"55,405.0","9,298,515.0"
2009,Syrian Arab Republic,SYR,5.91%,8.14%,-2.78%,2.18,0,16.27,"60,696.7",73.85,"-52,701.0","21,827,220.0"
2009,Tajikistan,TJK,3.90%,11.50%,12.13%,1.30,0,6.70,"2,405.15",68.04,"-36,672.0","7,468,596.0"
2009,Tanzania,TZA,5.27%,2.50%,9.04%,0.00,0,39.71,"5,928.6",58.89,"-324,470.0","43,957,933.0"
2009,Thailand,THA,-0.69%,1.49%,0.19%,5.46,138,46.41,"224,850.1",75.84,"86,611.0","67,813,654.0"
2009,Timor-Leste,TLS,10.14%,3.31%,1.76%,3.00,0,22.49,235.4,64.85,"-4,019.0","1,065,540.0"
2009,Togo,TGO,5.54%,2.88%,1.58%,0.00,0,17.22,"2,824.7",57.01,"-1,997.0","6,398,624.0"
2009,Tonga,TON,-5.20%,1.48%,4.97%,7.47,0,28.23,138.1,70.01,"-2,079.0","107,144.0"
2009,Trinidad and Tobago,TTO,-4.39%,5.28%,-27.63%,36.18,0,57.42,"19,030.2",73.13,"-3,056.0","1,401,191.0"
2009,Tunisia,TUN,3.04%,13.29%,3.02%,2.36,0,56.94,"25,984.2",75.27,"-27,364.0","10,784,504.0"
2009,Turkmenistan,TKM,6.10%,4.00%,9.76%,0.00,0,1.44,"52,386.8",67.96,"-9,615.0","5,180,957.0"
2009,Turks and Caicos Islands,TCA,0.00%,0.00%,0.00%,7.00,0,0.00,0.0,77.16,889.0,"28,581.0"
2009,Tuvalu,TUV,-6.25%,0.00%,1.05%,0.00,0,52.15,10.6,63.95,9.0,"10,408.0"
2009,Uganda,UGA,6.80%,3.60%,85.35%,10.29,0,19.62,"3,357.3",56.49,"-164,609.0","31,412,520.0"
2009,Ukraine,UKR,-15.14%,8.84%,12.63%,4.88,0,15.31,"251,616.6",69.19,"18,178.0","46,053,331.0"
2009,United Arab Emirates,ARE,-5.24%,2.67%,-15.18%,0.00,0,78.47,"157,019.8",78.00,"783,241.0","7,992,644.0"
2009,Uruguay,URY,4.24%,7.74%,8.62%,6.76,0,84.69,"7,665.9",76.74,"-8,510.0","3,344,156.0"
2009,Uzbekistan,UZB,8.05%,5.04%,17.26%,0.00,0,5.26,"116,532.5",68.87,"-20,379.0","27,767,400.0"
2009,Vanuatu,VUT,3.04%,1.80%,2.55%,0.00,0,67.94,127.5,69.65,-680.0,"239,689.0"
2009,"Venezuela, RB",VEN,-3.20%,6.10%,7.83%,49.37,0,10.05,"152,586.3",72.58,"-50,286.0","28,327,892.0"
2009,Vietnam,VNM,5.40%,1.74%,6.22%,1.43,0,35.41,"132,290.0",73.50,"-18,546.0","86,482,923.0"
2009,Virgin Islands (U.S.),VIR,-6.59%,11.41%,5.98%,46.96,0,77.03,0.0,77.51,-567.0,"108,404.0"
2009,West Bank and Gaza,PSE,8.59%,20.45%,1.85%,1.13,0,55.02,0.0,72.61,"-25,908.0","3,689,099.0"
2009,"Yemen, Rep.",YEM,3.87%,12.75%,-8.71%,4.12,94,14.35,"26,568.7",67.20,"-27,870.0","24,029,589.0"
2009,Zambia,ZMB,9.22%,10.56%,5.56%,6.10,0,38.28,"2,485.2",55.30,"44,865.0","13,318,087.0"
2009,Zimbabwe,ZWE,12.02%,5.08%,95.41%,0.00,0,3.35,"7,572.7",48.06,"-133,436.0","12,679,810.0"
2010,Argentina,ARG,10.13%,7.71%,20.92%,5.80,0,44.76,"167,226.3",75.72,"-4,970.0","40,788,453.0"
2010,Australia,AUS,2.21%,5.21%,1.16%,1.05,0,95.24,"395,993.2",81.70,"166,833.0","22,031,750.0"
2010,Brazil,BRA,7.53%,8.03%,8.42%,26.63,0,60.48,"397,931.1",73.18,"16,843.0","196,353,492.0"
2010,China,CHN,10.64%,4.53%,6.88%,0.99,0,33.81,"8,474,922.7",75.60,"-216,417.0","1,337,705,000.0"
2010,France,FRA,1.95%,8.87%,1.07%,1.27,0,90.95,"347,940.1",81.66,"86,355.0","65,030,575.0"
2010,Germany,DEU,4.18%,6.97%,0.65%,0.98,0,93.33,"773,069.1",79.99,"267,047.0","81,776,930.0"
2010,India,IND,8.50%,8.32%,10.53%,3.74,"1,028",39.05,"1,659,983.0",66.91,"-380,087.0","1,240,613,620.0"
2010,Indonesia,IDN,6.22%,5.61%,15.26%,0.00,0,21.90,"415,536.6",68.68,"-77,010.0","244,016,173.0"
2010,Italy,ITA,1.71%,8.36%,0.44%,0.88,0,64.29,"405,272.3",82.04,"270,043.0","59,277,417.0"
2010,Japan,JPN,4.10%,5.10%,-1.88%,0.36,0,91.43,"1,157,241.8",82.84,"148,460.0","128,070,000.0"
2010,"Korea, Rep.",KOR,6.80%,3.32%,2.74%,0.99,0,70.00,"575,215.7",80.12,"56,092.0","49,554,112.0"
2010,Mexico,MEX,5.12%,5.30%,4.55%,22.89,0,40.48,"462,869.5",74.19,"-41,156.0","112,532,401.0"
2010,Netherlands,NLD,1.34%,4.99%,0.94%,0.87,0,97.62,"171,110.5",80.70,"35,628.0","16,615,394.0"
2010,Russian Federation,RUS,4.50%,7.37%,14.19%,11.65,418,13.33,"1,617,827.5",68.84,"253,479.0","142,849,468.0"
2010,Saudi Arabia,SAU,5.04%,5.55%,17.19%,0.00,0,59.52,"446,131.5",75.76,"236,962.0","29,411,929.0"
2010,Spain,ESP,0.16%,19.86%,0.15%,0.86,0,83.81,"274,140.6",81.63,"62,782.0","46,576,897.0"
2010,Switzerland,CHE,3.24%,4.81%,0.31%,0.66,0,96.67,"45,207.8",82.25,"75,604.0","7,824,909.0"
2010,Turkiye,TUR,8.43%,10.66%,7.01%,4.19,223,59.05,"297,814.0",75.07,"69,638.0","73,195,345.0"
2010,United Kingdom,GBR,2.43%,7.79%,1.43%,1.20,0,92.38,"482,646.2",80.40,"281,588.0","62,766,365.0"
2010,United States,USA,2.71%,9.63%,1.20%,4.73,0,84.76,"5,392,109.4",78.54,"1,030,731.0","309,327,143.0"
2010,Afghanistan,AFG,14.36%,8.07%,3.81%,3.49,"6,864",0.95,"8,576.15",60.85,"-141,355.0","28,189,672.0"
2010,Albania,ALB,3.71%,14.09%,4.49%,4.08,0,37.14,"4,785.4",77.94,"-29,330.0","2,913,021.0"
2010,Algeria,DZA,3.60%,9.96%,16.12%,0.71,236,34.76,"114,179.4",73.81,"-33,071.0","35,856,344.0"
2010,American Samoa,ASM,0.30%,0.00%,-15.36%,9.12,0,67.62,0.0,0.00,"-1,475.0","54,849.0"
2010,Andorra,AND,-1.97%,0.00%,0.37%,0.00,0,88.10,516.624,0.00,"-2,864.0","71,519.0"
2010,Angola,AGO,4.40%,9.43%,32.27%,0.00,0,3.81,"22,801.5",56.73,"90,016.0","23,364,185.0"
2010,Antigua and Barbuda,ATG,-7.84%,0.00%,1.47%,7.00,0,88.10,465.8,76.82,295.0,"85,695.0"
2010,Armenia,ARM,2.20%,10.54%,7.77%,1.90,0,27.62,"4,336.6",73.16,"-31,991.0","2,946,293.0"
