indicator,country,countryiso3code,date,value
Net migration,Denmark,DNK,2007,13067.0
Net migration,Denmark,DNK,2006,12217.0
Net migration,Denmark,DNK,2005,11693.0
Net migration,Denmark,DNK,2004,11366.0
Net migration,Denmark,DNK,2003,11337.0
Net migration,Denmark,DNK,2002,11518.0
Net migration,Denmark,DNK,2001,11934.0
Net migration,Denmark,DNK,2000,12536.0
Net migration,Denmark,DNK,1999,13391.0
Net migration,Denmark,DNK,1998,13972.0
Net migration,Denmark,DNK,1997,14313.0
Net migration,Denmark,DNK,1996,14394.0
Net migration,Denmark,DNK,1995,14157.0
Net migration,Denmark,DNK,1994,13723.0
Net migration,Denmark,DNK,1993,13011.0
Net migration,Denmark,DNK,1992,11990.0
Net migration,Denmark,DNK,1991,10812.0
Net migration,Denmark,DNK,1990,9449.0
Net migration,Djibouti,DJI,2020,744.0
Net migration,Djibouti,DJI,2019,1322.0
Net migration,Djibouti,DJI,2018,1435.0
Net migration,Djibouti,DJI,2017,1535.0
Net migration,Djibouti,DJI,2016,1623.0
Net migration,Djibouti,DJI,2015,1723.0
Net migration,Djibouti,DJI,2014,1900.0
Net migration,Djibouti,DJI,2013,2033.0
Net migration,Djibouti,DJI,2012,2104.0
Net migration,Djibouti,DJI,2011,2090.0
Net migration,Djibouti,DJI,2010,2129.0
Net migration,Djibouti,DJI,2009,2770.0
Net migration,Djibouti,DJI,2008,2148.0
Net migration,Djibouti,DJI,2007,1253.0
Net migration,Djibouti,DJI,2006,2723.0
Net migration,Djibouti,DJI,2005,-3779.0
Net migration,Djibouti,DJI,2004,-5247.0
Net migration,Djibouti,DJI,2003,-5634.0
Net migration,Djibouti,DJI,2002,5022.0
Net migration,Djibouti,DJI,2001,7631.0
Net migration,Djibouti,DJI,2000,5627.0
Net migration,Djibouti,DJI,1999,7046.0
Net migration,Djibouti,DJI,1998,10355.0
Net migration,Djibouti,DJI,1997,13623.0
Net migration,Djibouti,DJI,1996,2650.0
Net migration,Djibouti,DJI,1995,-3163.0
Net migration,Djibouti,DJI,1994,-15756.0
Net migration,Djibouti,DJI,1993,8896.0
Net migration,Djibouti,DJI,1992,-65203.0
Net migration,Djibouti,DJI,1991,21510.0
Net migration,Djibouti,DJI,1990,49970.0
Net migration,Dominica,DMA,2020,100.0
Net migration,Dominica,DMA,2019,326.0
Net migration,Dominica,DMA,2018,194.0
Net migration,Dominica,DMA,2017,187.0
Net migration,Dominica,DMA,2016,179.0
Net migration,Dominica,DMA,2015,-393.0
Net migration,Dominica,DMA,2014,1445.0
Net migration,Dominica,DMA,2013,-445.0
Net migration,Dominica,DMA,2012,158.0
Net migration,Dominica,DMA,2011,0.0
Net migration,Dominica,DMA,2010,-243.0
Net migration,Dominica,DMA,2009,-228.0
Net migration,Dominica,DMA,2008,-347.0
Net migration,Dominica,DMA,2007,-332.0
Net migration,Dominica,DMA,2006,-390.0
Net migration,Dominica,DMA,2005,-314.0
Net migration,Dominica,DMA,2004,-304.0
Net migration,Dominica,DMA,2003,-259.0
Net migration,Dominica,DMA,2002,-278.0
Net migration,Dominica,DMA,2001,-603.0
Net migration,Dominica,DMA,2000,-994.0
Net migration,Dominica,DMA,1999,-945.0
Net migration,Dominica,DMA,1998,-778.0
Net migration,Dominica,DMA,1997,-763.0
Net migration,Dominica,DMA,1996,-784.0
Net migration,Dominica,DMA,1995,-851.0
Net migration,Dominica,DMA,1994,-926.0
Net migration,Dominica,DMA,1993,-1014.0
Net migration,Dominica,DMA,1992,-1049.0
Net migration,Dominica,DMA,1991,-1131.0
Net migration,Dominica,DMA,1990,-1553.0
Net migration,Dominican Republic,DOM,2020,-14966.0
Net migration,Dominican Republic,DOM,2019,-29830.0
Net migration,Dominican Republic,DOM,2018,-29944.0
Net migration,Dominican Republic,DOM,2017,-30055.0
Net migration,Dominican Republic,DOM,2016,-30181.0
Net migration,Dominican Republic,DOM,2015,-30310.0
Net migration,Dominican Republic,DOM,2014,-30449.0
Net migration,Dominican Republic,DOM,2013,-30563.0
Net migration,Dominican Republic,DOM,2012,-30615.0
Net migration,Dominican Republic,DOM,2011,-30572.0
Net migration,Dominican Republic,DOM,2010,-30489.0
Net migration,Dominican Republic,DOM,2009,-30468.0
Net migration,Dominican Republic,DOM,2008,-30605.0
Net migration,Dominican Republic,DOM,2007,-30898.0
Net migration,Dominican Republic,DOM,2006,-30977.0
Net migration,Dominican Republic,DOM,2005,-30883.0
Net migration,Dominican Republic,DOM,2004,-30709.0
Net migration,Dominican Republic,DOM,2003,-30549.0
Net migration,Dominican Republic,DOM,2002,-30477.0
Net migration,Dominican Republic,DOM,2001,-30371.0
Net migration,Dominican Republic,DOM,2000,-30231.0
Net migration,Dominican Republic,DOM,1999,-30104.0
Net migration,Dominican Republic,DOM,1998,-30030.0
Net migration,Dominican Republic,DOM,1997,-30020.0
Net migration,Dominican Republic,DOM,1996,-29875.0
Net migration,Dominican Republic,DOM,1995,-29610.0
Net migration,Dominican Republic,DOM,1994,-30721.0
Net migration,Dominican Republic,DOM,1993,-30265.0
Net migration,Dominican Republic,DOM,1992,-29822.0
Net migration,Dominican Republic,DOM,1991,-29349.0
Net migration,Dominican Republic,DOM,1990,-27399.0
Net migration,Ecuador,ECU,2020,35894.0
Net migration,Ecuador,ECU,2019,71801.0
Net migration,Ecuador,ECU,2018,153372.0
Net migration,Ecuador,ECU,2017,49359.0
Net migration,Ecuador,ECU,2016,27063.0
Net migration,Ecuador,ECU,2015,14740.0
Net migration,Ecuador,ECU,2014,2288.0
Net migration,Ecuador,ECU,2013,-6151.0
Net migration,Ecuador,ECU,2012,-7832.0
Net migration,Ecuador,ECU,2011,-8135.0
Net migration,Ecuador,ECU,2010,-8315.0
Net migration,Ecuador,ECU,2009,-8487.0
Net migration,Ecuador,ECU,2008,-8776.0
Net migration,Ecuador,ECU,2007,-9625.0
Net migration,Ecuador,ECU,2006,-12621.0
Net migration,Ecuador,ECU,2005,-16816.0
Net migration,Ecuador,ECU,2004,-20921.0
Net migration,Ecuador,ECU,2003,-22605.0
Net migration,Ecuador,ECU,2002,-28089.0
Net migration,Ecuador,ECU,2001,-34968.0
Net migration,Ecuador,ECU,2000,-41899.0
Net migration,Ecuador,ECU,1999,-46434.0
Net migration,Ecuador,ECU,1998,-47999.0
Net migration,Ecuador,ECU,1997,-47259.0
Net migration,Ecuador,ECU,1996,-46046.0
Net migration,Ecuador,ECU,1995,-45172.0
Net migration,Ecuador,ECU,1994,-44398.0
Net migration,Ecuador,ECU,1993,-41843.0
Net migration,Ecuador,ECU,1992,-34721.0
Net migration,Ecuador,ECU,1991,-21384.0
Net migration,Ecuador,ECU,1990,-15159.0
Net migration,"Egypt, Arab Rep.",EGY,2020,4476.0
Net migration,"Egypt, Arab Rep.",EGY,2019,-59715.0
Net migration,"Egypt, Arab Rep.",EGY,2018,-61050.0
Net migration,"Egypt, Arab Rep.",EGY,2017,-23281.0
Net migration,"Egypt, Arab Rep.",EGY,2016,4132.0
Net migration,"Egypt, Arab Rep.",EGY,2015,-79150.0
Net migration,"Egypt, Arab Rep.",EGY,2014,5961.0
Net migration,"Egypt, Arab Rep.",EGY,2013,163449.0
Net migration,"Egypt, Arab Rep.",EGY,2012,-2118.0
Net migration,"Egypt, Arab Rep.",EGY,2011,158511.0
Net migration,"Egypt, Arab Rep.",EGY,2010,-18831.0
Net migration,"Egypt, Arab Rep.",EGY,2009,-55856.0
Net migration,"Egypt, Arab Rep.",EGY,2008,-46339.0
Net migration,"Egypt, Arab Rep.",EGY,2007,-32607.0
Net migration,"Egypt, Arab Rep.",EGY,2006,-28511.0
Net migration,"Egypt, Arab Rep.",EGY,2005,-18144.0
Net migration,"Egypt, Arab Rep.",EGY,2004,31302.0
Net migration,"Egypt, Arab Rep.",EGY,2003,37743.0
Net migration,"Egypt, Arab Rep.",EGY,2002,73253.0
Net migration,"Egypt, Arab Rep.",EGY,2001,927.0
Net migration,"Egypt, Arab Rep.",EGY,2000,-2815.0
Net migration,"Egypt, Arab Rep.",EGY,1999,-163.0
Net migration,"Egypt, Arab Rep.",EGY,1998,11316.0
Net migration,"Egypt, Arab Rep.",EGY,1997,14366.0
Net migration,"Egypt, Arab Rep.",EGY,1996,7378.0
Net migration,"Egypt, Arab Rep.",EGY,1995,-31423.0
Net migration,"Egypt, Arab Rep.",EGY,1994,-11479.0
Net migration,"Egypt, Arab Rep.",EGY,1993,-42612.0
Net migration,"Egypt, Arab Rep.",EGY,1992,-41760.0
Net migration,"Egypt, Arab Rep.",EGY,1991,-63804.0
Net migration,"Egypt, Arab Rep.",EGY,1990,6995.0
Net migration,El Salvador,SLV,2020,-25214.0
Net migration,El Salvador,SLV,2019,-55143.0
Net migration,El Salvador,SLV,2018,-54158.0
Net migration,El Salvador,SLV,2017,-50616.0
Net migration,El Salvador,SLV,2016,-47499.0
Net migration,El Salvador,SLV,2015,-51282.0
Net migration,El Salvador,SLV,2014,-49130.0
Net migration,El Salvador,SLV,2013,-49086.0
Net migration,El Salvador,SLV,2012,-50554.0
Net migration,El Salvador,SLV,2011,-53440.0
Net migration,El Salvador,SLV,2010,-54686.0
Net migration,El Salvador,SLV,2009,-55962.0
Net migration,El Salvador,SLV,2008,-56087.0
Net migration,El Salvador,SLV,2007,-56863.0
Net migration,El Salvador,SLV,2006,-89964.0
Net migration,El Salvador,SLV,2005,-91042.0
Net migration,El Salvador,SLV,2004,-89193.0
Net migration,El Salvador,SLV,2003,-91736.0
Net migration,El Salvador,SLV,2002,-92034.0
Net migration,El Salvador,SLV,2001,-93347.0
Net migration,El Salvador,SLV,2000,-97219.0
Net migration,El Salvador,SLV,1999,-98364.0
Net migration,El Salvador,SLV,1998,-97089.0
Net migration,El Salvador,SLV,1997,-93078.0
Net migration,El Salvador,SLV,1996,-92279.0
Net migration,El Salvador,SLV,1995,-89307.0
Net migration,El Salvador,SLV,1994,-82069.0
Net migration,El Salvador,SLV,1993,-76214.0
Net migration,El Salvador,SLV,1992,-48228.0
Net migration,El Salvador,SLV,1991,-50621.0
Net migration,El Salvador,SLV,1990,-39690.0
Net migration,Equatorial Guinea,GNQ,2020,0.0
Net migration,Equatorial Guinea,GNQ,2019,14695.0
Net migration,Equatorial Guinea,GNQ,2018,15583.0
Net migration,Equatorial Guinea,GNQ,2017,16395.0
Net migration,Equatorial Guinea,GNQ,2016,17109.0
Net migration,Equatorial Guinea,GNQ,2015,17694.0
Net migration,Equatorial Guinea,GNQ,2014,18051.0
Net migration,Equatorial Guinea,GNQ,2013,18105.0
Net migration,Equatorial Guinea,GNQ,2012,17859.0
Net migration,Equatorial Guinea,GNQ,2011,17606.0
Net migration,Equatorial Guinea,GNQ,2010,22033.0
Net migration,Equatorial Guinea,GNQ,2009,21233.0
Net migration,Equatorial Guinea,GNQ,2008,19930.0
Net migration,Equatorial Guinea,GNQ,2007,18437.0
Net migration,Equatorial Guinea,GNQ,2006,16885.0
Net migration,Equatorial Guinea,GNQ,2005,15549.0
Net migration,Equatorial Guinea,GNQ,2004,14733.0
Net migration,Equatorial Guinea,GNQ,2003,14544.0
Net migration,Equatorial Guinea,GNQ,2002,14757.0
Net migration,Equatorial Guinea,GNQ,2001,15084.0
Net migration,Equatorial Guinea,GNQ,2000,15352.0
Net migration,Equatorial Guinea,GNQ,1999,7844.0
Net migration,Equatorial Guinea,GNQ,1998,7300.0
Net migration,Equatorial Guinea,GNQ,1997,6690.0
Net migration,Equatorial Guinea,GNQ,1996,6001.0
Net migration,Equatorial Guinea,GNQ,1995,5300.0
Net migration,Equatorial Guinea,GNQ,1994,4666.0
Net migration,Equatorial Guinea,GNQ,1993,4175.0
Net migration,Equatorial Guinea,GNQ,1992,3865.0
Net migration,Equatorial Guinea,GNQ,1991,3636.0
Net migration,Equatorial Guinea,GNQ,1990,3506.0
Net migration,Eritrea,ERI,2020,-14987.0
Net migration,Eritrea,ERI,2019,-29849.0
Net migration,Eritrea,ERI,2018,-21435.0
Net migration,Eritrea,ERI,2017,-38636.0
Net migration,Eritrea,ERI,2016,-55530.0
Net migration,Eritrea,ERI,2015,-53049.0
Net migration,Eritrea,ERI,2014,-75830.0
Net migration,Eritrea,ERI,2013,-34025.0
Net migration,Eritrea,ERI,2012,-43335.0
Net migration,Eritrea,ERI,2011,-32992.0
Net migration,Eritrea,ERI,2010,-13369.0
Net migration,Eritrea,ERI,2009,-24355.0
Net migration,Eritrea,ERI,2008,17859.0
Net migration,Eritrea,ERI,2007,-18156.0
Net migration,Eritrea,ERI,2006,-50036.0
Net migration,Eritrea,ERI,2005,-12841.0
Net migration,Eritrea,ERI,2004,-6376.0
Net migration,Eritrea,ERI,2003,76703.0
Net migration,Eritrea,ERI,2002,-6571.0
Net migration,Eritrea,ERI,2001,41755.0
Net migration,Eritrea,ERI,2000,-33196.0
Net migration,Eritrea,ERI,1999,-3770.0
Net migration,Eritrea,ERI,1998,-32003.0
Net migration,Eritrea,ERI,1997,-30772.0
Net migration,Eritrea,ERI,1996,-52425.0
Net migration,Eritrea,ERI,1995,136103.0
Net migration,Eritrea,ERI,1994,-25840.0
Net migration,Eritrea,ERI,1993,33686.0
Net migration,Eritrea,ERI,1992,-22331.0
Net migration,Eritrea,ERI,1991,-328546.0
Net migration,Eritrea,ERI,1990,-12442.0
Net migration,Estonia,EST,2020,2995.0
Net migration,Estonia,EST,2019,5410.0
Net migration,Estonia,EST,2018,7229.0
Net migration,Estonia,EST,2017,5329.0
Net migration,Estonia,EST,2016,1164.0
Net migration,Estonia,EST,2015,4308.0
Net migration,Estonia,EST,2014,-562.0
Net migration,Estonia,EST,2013,-2650.0
Net migration,Estonia,EST,2012,-3646.0
Net migration,Estonia,EST,2011,-3929.0
Net migration,Estonia,EST,2010,-3759.0
Net migration,Estonia,EST,2009,-1939.0
Net migration,Estonia,EST,2008,-1973.0
Net migration,Estonia,EST,2007,-2862.0
Net migration,Estonia,EST,2006,-5403.0
Net migration,Estonia,EST,2005,-5242.0
Net migration,Estonia,EST,2004,-3768.0
Net migration,Estonia,EST,2003,-3780.0
Net migration,Estonia,EST,2002,-2984.0
Net migration,Estonia,EST,2001,-3422.0
Net migration,Estonia,EST,2000,-3230.0
Net migration,Estonia,EST,1999,1271.0
Net migration,Estonia,EST,1998,-3534.0
Net migration,Estonia,EST,1997,-4299.0
Net migration,Estonia,EST,1996,-10627.0
Net migration,Estonia,EST,1995,-12803.0
Net migration,Estonia,EST,1994,-18299.0
Net migration,Estonia,EST,1993,-25729.0
Net migration,Estonia,EST,1992,-38462.0
Net migration,Estonia,EST,1991,-9850.0
Net migration,Estonia,EST,1990,-2798.0
Net migration,Eswatini,SWZ,2020,-4897.0
Net migration,Eswatini,SWZ,2019,-9796.0
Net migration,Eswatini,SWZ,2018,-9956.0
Net migration,Eswatini,SWZ,2017,-10127.0
Net migration,Eswatini,SWZ,2016,-10295.0
Net migration,Eswatini,SWZ,2015,-10464.0
Net migration,Eswatini,SWZ,2014,-10586.0
Net migration,Eswatini,SWZ,2013,-10662.0
Net migration,Eswatini,SWZ,2012,-10706.0
Net migration,Eswatini,SWZ,2011,-10654.0
Net migration,Eswatini,SWZ,2010,-10467.0
Net migration,Eswatini,SWZ,2009,-10223.0
Net migration,Eswatini,SWZ,2008,-10009.0
Net migration,Eswatini,SWZ,2007,-7997.0
Net migration,Eswatini,SWZ,2006,-8136.0
Net migration,Eswatini,SWZ,2005,-8000.0
Net migration,Eswatini,SWZ,2004,-7656.0
Net migration,Eswatini,SWZ,2003,-7327.0
Net migration,Eswatini,SWZ,2002,-7036.0
Net migration,Eswatini,SWZ,2001,-6832.0
Net migration,Eswatini,SWZ,2000,-6689.0
Net migration,Eswatini,SWZ,1999,-6575.0
Net migration,Eswatini,SWZ,1998,-6058.0
Net migration,Eswatini,SWZ,1997,-5749.0
Net migration,Eswatini,SWZ,1996,-2949.0
Net migration,Eswatini,SWZ,1995,-2501.0
Net migration,Eswatini,SWZ,1994,-48259.0
Net migration,Eswatini,SWZ,1993,-6692.0
Net migration,Eswatini,SWZ,1992,6012.0
Net migration,Eswatini,SWZ,1991,7496.0
Net migration,Eswatini,SWZ,1990,7169.0
Net migration,Ethiopia,ETH,2020,38867.0
Net migration,Ethiopia,ETH,2019,-10803.0
Net migration,Ethiopia,ETH,2018,9309.0
Net migration,Ethiopia,ETH,2017,71769.0
Net migration,Ethiopia,ETH,2016,115812.0
Net migration,Ethiopia,ETH,2015,62784.0
Net migration,Ethiopia,ETH,2014,103119.0
Net migration,Ethiopia,ETH,2013,80953.0
Net migration,Ethiopia,ETH,2012,119512.0
Net migration,Ethiopia,ETH,2011,116793.0
Net migration,Ethiopia,ETH,2010,80213.0
Net migration,Ethiopia,ETH,2009,16319.0
Net migration,Ethiopia,ETH,2008,-20776.0
Net migration,Ethiopia,ETH,2007,-389.0
Net migration,Ethiopia,ETH,2006,-30511.0
Net migration,Ethiopia,ETH,2005,-44423.0
Net migration,Ethiopia,ETH,2004,-25428.0
Net migration,Ethiopia,ETH,2003,-13744.0
Net migration,Ethiopia,ETH,2002,-12921.0
Net migration,Ethiopia,ETH,2001,-19067.0
Net migration,Ethiopia,ETH,2000,-49892.0
Net migration,Ethiopia,ETH,1999,29118.0
Net migration,Ethiopia,ETH,1998,-3002.0
Net migration,Ethiopia,ETH,1997,-9120.0
Net migration,Ethiopia,ETH,1996,41345.0
Net migration,Ethiopia,ETH,1995,91538.0
Net migration,Ethiopia,ETH,1994,140715.0
Net migration,Ethiopia,ETH,1993,141549.0
Net migration,Ethiopia,ETH,1992,160103.0
Net migration,Ethiopia,ETH,1991,859739.0
Net migration,Ethiopia,ETH,1990,296018.0
Net migration,Faroe Islands,FRO,2020,498.0
Net migration,Faroe Islands,FRO,2019,580.0
Net migration,Faroe Islands,FRO,2018,653.0
Net migration,Faroe Islands,FRO,2017,622.0
Net migration,Faroe Islands,FRO,2016,537.0
Net migration,Faroe Islands,FRO,2015,542.0
Net migration,Faroe Islands,FRO,2014,-111.0
Net migration,Faroe Islands,FRO,2013,-118.0
Net migration,Faroe Islands,FRO,2012,-149.0
Net migration,Faroe Islands,FRO,2011,-109.0
Net migration,Faroe Islands,FRO,2010,-116.0
Net migration,Faroe Islands,FRO,2009,-159.0
Net migration,Faroe Islands,FRO,2008,-162.0
Net migration,Faroe Islands,FRO,2007,-156.0
Net migration,Faroe Islands,FRO,2006,-187.0
Net migration,Faroe Islands,FRO,2005,-151.0
Net migration,Faroe Islands,FRO,2004,390.0
Net migration,Faroe Islands,FRO,2003,317.0
Net migration,Faroe Islands,FRO,2002,369.0
Net migration,Faroe Islands,FRO,2001,396.0
Net migration,Faroe Islands,FRO,2000,332.0
Net migration,Faroe Islands,FRO,1999,116.0
Net migration,Faroe Islands,FRO,1998,156.0
Net migration,Faroe Islands,FRO,1997,96.0
Net migration,Faroe Islands,FRO,1996,96.0
Net migration,Faroe Islands,FRO,1995,97.0
Net migration,Faroe Islands,FRO,1994,-1249.0
Net migration,Faroe Islands,FRO,1993,-1274.0
Net migration,Faroe Islands,FRO,1992,-1188.0
Net migration,Faroe Islands,FRO,1991,-1169.0
Net migration,Faroe Islands,FRO,1990,-1147.0
Net migration,Fiji,FJI,2020,-6003.0
Net migration,Fiji,FJI,2019,-11865.0
Net migration,Fiji,FJI,2018,-11738.0
Net migration,Fiji,FJI,2017,-11605.0
Net migration,Fiji,FJI,2016,-11139.0
Net migration,Fiji,FJI,2015,-11047.0
Net migration,Fiji,FJI,2014,-11023.0
Net migration,Fiji,FJI,2013,-11000.0
Net migration,Fiji,FJI,2012,-10945.0
Net migration,Fiji,FJI,2011,-10836.0
Net migration,Fiji,FJI,2010,-10666.0
Net migration,Fiji,FJI,2009,-10445.0
Net migration,Fiji,FJI,2008,-9625.0
Net migration,Fiji,FJI,2007,-8101.0
Net migration,Fiji,FJI,2006,-7016.0
Net migration,Fiji,FJI,2005,-6729.0
Net migration,Fiji,FJI,2004,-6639.0
Net migration,Fiji,FJI,2003,-6513.0
Net migration,Fiji,FJI,2002,-6349.0
Net migration,Fiji,FJI,2001,-6207.0
Net migration,Fiji,FJI,2000,-6081.0
Net migration,Fiji,FJI,1999,-5926.0
Net migration,Fiji,FJI,1998,-5711.0
Net migration,Fiji,FJI,1997,-6530.0
Net migration,Fiji,FJI,1996,-9085.0
Net migration,Fiji,FJI,1995,-14575.0
Net migration,Fiji,FJI,1994,-15170.0
Net migration,Fiji,FJI,1993,-14927.0
Net migration,Fiji,FJI,1992,-14646.0
Net migration,Fiji,FJI,1991,-16491.0
Net migration,Fiji,FJI,1990,-10612.0
Net migration,Finland,FIN,2020,17482.0
Net migration,Finland,FIN,2019,15558.0
Net migration,Finland,FIN,2018,11646.0
Net migration,Finland,FIN,2017,13307.0
Net migration,Finland,FIN,2016,17210.0
Net migration,Finland,FIN,2015,12433.0
Net migration,Finland,FIN,2014,15950.0
Net migration,Finland,FIN,2013,18026.0
Net migration,Finland,FIN,2012,17620.0
Net migration,Finland,FIN,2011,16712.0
Net migration,Finland,FIN,2010,14053.0
Net migration,Finland,FIN,2009,14757.0
Net migration,Finland,FIN,2008,15579.0
Net migration,Finland,FIN,2007,13940.0
Net migration,Finland,FIN,2006,10801.0
Net migration,Finland,FIN,2005,9406.0
Net migration,Finland,FIN,2004,6872.0
Net migration,Finland,FIN,2003,6039.0
Net migration,Finland,FIN,2002,5250.0
Net migration,Finland,FIN,2001,6395.0
Net migration,Finland,FIN,2000,2428.0
Net migration,Finland,FIN,1999,3532.0
Net migration,Finland,FIN,1998,3887.0
Net migration,Finland,FIN,1997,5014.0
Net migration,Finland,FIN,1996,3612.0
Net migration,Finland,FIN,1995,4250.0
Net migration,Finland,FIN,1994,3688.0
Net migration,Finland,FIN,1993,8887.0
Net migration,Finland,FIN,1992,9296.0
Net migration,Finland,FIN,1991,14401.0
Net migration,Finland,FIN,1990,8864.0
Net migration,France,FRA,2020,18335.0
Net migration,France,FRA,2019,17403.0
Net migration,France,FRA,2018,14391.0
Net migration,France,FRA,2017,13175.0
Net migration,France,FRA,2016,14729.0
Net migration,France,FRA,2015,18807.0
Net migration,France,FRA,2014,26585.0
Net migration,France,FRA,2013,36552.0
Net migration,France,FRA,2012,49080.0
Net migration,France,FRA,2011,65188.0
Net migration,France,FRA,2010,86355.0
Net migration,France,FRA,2009,108940.0
Net migration,France,FRA,2008,128627.0
Net migration,France,FRA,2007,142170.0
Net migration,France,FRA,2006,151814.0
Net migration,France,FRA,2005,155943.0
Net migration,France,FRA,2004,154947.0
Net migration,France,FRA,2003,148696.0
Net migration,France,FRA,2002,137513.0
Net migration,France,FRA,2001,122247.0
Net migration,France,FRA,2000,102857.0
Net migration,France,FRA,1999,77667.0
Net migration,France,FRA,1998,56608.0
Net migration,France,FRA,1997,37822.0
Net migration,France,FRA,1996,23046.0
Net migration,France,FRA,1995,11505.0
Net migration,France,FRA,1994,4295.0
Net migration,France,FRA,1993,235.0
Net migration,France,FRA,1992,740.0
Net migration,France,FRA,1991,4385.0
Net migration,France,FRA,1990,11404.0
Net migration,French Polynesia,PYF,2020,-378.0
Net migration,French Polynesia,PYF,2019,-861.0
Net migration,French Polynesia,PYF,2018,-952.0
Net migration,French Polynesia,PYF,2017,-1046.0
Net migration,French Polynesia,PYF,2016,-1687.0
Net migration,French Polynesia,PYF,2015,-1676.0
Net migration,French Polynesia,PYF,2014,-1668.0
Net migration,French Polynesia,PYF,2013,-1988.0
Net migration,French Polynesia,PYF,2012,-2639.0
Net migration,French Polynesia,PYF,2011,-2521.0
Net migration,French Polynesia,PYF,2010,-2613.0
Net migration,French Polynesia,PYF,2009,-2603.0
Net migration,French Polynesia,PYF,2008,-2190.0
Net migration,French Polynesia,PYF,2007,-1179.0
Net migration,French Polynesia,PYF,2006,-342.0
Net migration,French Polynesia,PYF,2005,-93.0
Net migration,French Polynesia,PYF,2004,-61.0
Net migration,French Polynesia,PYF,2003,-130.0
Net migration,French Polynesia,PYF,2002,-304.0
Net migration,French Polynesia,PYF,2001,-431.0
Net migration,French Polynesia,PYF,2000,-460.0
Net migration,French Polynesia,PYF,1999,-455.0
Net migration,French Polynesia,PYF,1998,-417.0
Net migration,French Polynesia,PYF,1997,-487.0
Net migration,French Polynesia,PYF,1996,-727.0
Net migration,French Polynesia,PYF,1995,-919.0
Net migration,French Polynesia,PYF,1994,-961.0
Net migration,French Polynesia,PYF,1993,-944.0
Net migration,French Polynesia,PYF,1992,-933.0
Net migration,French Polynesia,PYF,1991,-925.0
Net migration,French Polynesia,PYF,1990,-904.0
Net migration,Gabon,GAB,2020,1514.0
Net migration,Gabon,GAB,2019,2230.0
Net migration,Gabon,GAB,2018,2893.0
Net migration,Gabon,GAB,2017,4019.0
Net migration,Gabon,GAB,2016,7395.0
Net migration,Gabon,GAB,2015,12041.0
Net migration,Gabon,GAB,2014,16566.0
Net migration,Gabon,GAB,2013,19581.0
Net migration,Gabon,GAB,2012,19971.0
Net migration,Gabon,GAB,2011,18969.0
Net migration,Gabon,GAB,2010,17266.0
Net migration,Gabon,GAB,2009,15277.0
Net migration,Gabon,GAB,2008,13448.0
Net migration,Gabon,GAB,2007,12047.0
Net migration,Gabon,GAB,2006,10386.0
Net migration,Gabon,GAB,2005,8555.0
Net migration,Gabon,GAB,2004,6827.0
Net migration,Gabon,GAB,2003,5435.0
Net migration,Gabon,GAB,2002,4579.0
Net migration,Gabon,GAB,2001,3802.0
Net migration,Gabon,GAB,2000,3086.0
Net migration,Gabon,GAB,1999,2480.0
Net migration,Gabon,GAB,1998,2050.0
Net migration,Gabon,GAB,1997,1795.0
Net migration,Gabon,GAB,1996,1560.0
Net migration,Gabon,GAB,1995,1323.0
Net migration,Gabon,GAB,1994,1122.0
Net migration,Gabon,GAB,1993,1013.0
Net migration,Gabon,GAB,1992,995.0
Net migration,Gabon,GAB,1991,995.0
Net migration,Gabon,GAB,1990,995.0
Net migration,"Gambia, The",GMB,2020,-1960.0
Net migration,"Gambia, The",GMB,2019,-4186.0
Net migration,"Gambia, The",GMB,2018,-3936.0
Net migration,"Gambia, The",GMB,2017,-3694.0
Net migration,"Gambia, The",GMB,2016,-3477.0
Net migration,"Gambia, The",GMB,2015,-3224.0
Net migration,"Gambia, The",GMB,2014,-2797.0
Net migration,"Gambia, The",GMB,2013,-2486.0
Net migration,"Gambia, The",GMB,2012,-2342.0
Net migration,"Gambia, The",GMB,2011,-2363.0
Net migration,"Gambia, The",GMB,2010,-2464.0
Net migration,"Gambia, The",GMB,2009,-2267.0
Net migration,"Gambia, The",GMB,2008,-2203.0
Net migration,"Gambia, The",GMB,2007,-2325.0
Net migration,"Gambia, The",GMB,2006,-2667.0
Net migration,"Gambia, The",GMB,2005,-3204.0
Net migration,"Gambia, The",GMB,2004,-3632.0
Net migration,"Gambia, The",GMB,2003,-3717.0
Net migration,"Gambia, The",GMB,2002,-4068.0
Net migration,"Gambia, The",GMB,2001,-3876.0
Net migration,"Gambia, The",GMB,2000,-3676.0
Net migration,"Gambia, The",GMB,1999,-3486.0
Net migration,"Gambia, The",GMB,1998,-3291.0
Net migration,"Gambia, The",GMB,1997,-3099.0
Net migration,"Gambia, The",GMB,1996,-2951.0
Net migration,"Gambia, The",GMB,1995,-2800.0
Net migration,"Gambia, The",GMB,1994,-1591.0
Net migration,"Gambia, The",GMB,1993,3130.0
Net migration,"Gambia, The",GMB,1992,9180.0
Net migration,"Gambia, The",GMB,1991,11531.0
Net migration,"Gambia, The",GMB,1990,11239.0
Net migration,Georgia,GEO,2020,-2734.0
Net migration,Georgia,GEO,2019,-5414.0
Net migration,Georgia,GEO,2018,-5174.0
Net migration,Georgia,GEO,2017,-7886.0
Net migration,Georgia,GEO,2016,-10591.0
Net migration,Georgia,GEO,2015,-13317.0
Net migration,Georgia,GEO,2014,-16045.0
