Region,Location code,Year,Numero de Migrantes,Género
   United Kingdom*,826,2010,2228374,Hombres
  Southern Europe,925,2010,5844716,Hombres
   Albania,8,2010,580912,Hombres
   Andorra,20,2010,3848,Hombres
   Bosnia and Herzegovina,70,2010,760012,Hombres
   Croatia,191,2010,383471,Hombres
   Gibraltar*,292,2010,5130,Hombres
   Greece,300,2010,408319,Hombres
   Holy See*,336,2010,76,Hombres
   Italy,380,2010,1330202,Hombres
   Malta,470,2010,49396,Hombres
   Montenegro,499,2010,67741,Hombres
   North Macedonia,807,2010,259242,Hombres
   Portugal,620,2010,987376,Hombres
   San Marino,674,2010,864,Hombres
   Serbia*,688,2010,463834,Hombres
   Slovenia,705,2010,54436,Hombres
   Spain*,724,2010,489857,Hombres
  Western Europe,926,2010,3874004,Hombres
   Austria,40,2010,231771,Hombres
   Belgium,56,2010,218052,Hombres
   France*,250,2010,943288,Hombres
   Germany,276,2010,1719667,Hombres
   Liechtenstein,438,2010,1566,Hombres
   Luxembourg,442,2010,28889,Hombres
   Monaco,492,2010,13094,Hombres
   Netherlands*,528,2010,427577,Hombres
   Switzerland,756,2010,290100,Hombres
 LATIN AMERICA AND THE CARIBBEAN,904,2010,16857618,Hombres
  Caribbean,915,2010,3274934,Hombres
   Anguilla*,660,2010,1159,Hombres
   Antigua and Barbuda,28,2010,18668,Hombres
   Aruba*,533,2010,5880,Hombres
   Bahamas,44,2010,15388,Hombres
   Barbados,52,2010,45018,Hombres
"   Bonaire, Sint Eustatius and Saba*",535,2010,3150,Hombres
   British Virgin Islands*,92,2010,2173,Hombres
   Cayman Islands*,136,2010,658,Hombres
   Cuba,192,2010,618056,Hombres
   Curaçao*,531,2010,20929,Hombres
   Dominica,212,2010,31285,Hombres
   Dominican Republic,214,2010,496745,Hombres
   Grenada,308,2010,27905,Hombres
   Guadeloupe*,312,2010,4393,Hombres
   Haiti,332,2010,587744,Hombres
   Jamaica,388,2010,427047,Hombres
   Martinique*,474,2010,6756,Hombres
   Montserrat*,500,2010,7844,Hombres
   Puerto Rico*,630,2010,737672,Hombres
   Saint Barthélemy*,652,2010,0,Hombres
   Saint Kitts and Nevis,659,2010,16120,Hombres
   Saint Lucia,662,2010,21372,Hombres
   Saint Martin (French part)*,663,2010,0,Hombres
   Saint Vincent and the Grenadines,670,2010,25950,Hombres
   Sint Maarten (Dutch part)*,534,2010,1563,Hombres
   Trinidad and Tobago,780,2010,148434,Hombres
   Turks and Caicos Islands*,796,2010,949,Hombres
   United States Virgin Islands*,850,2010,2076,Hombres
  Central America,916,2010,8489498,Hombres
   Belize,84,2010,24357,Hombres
   Costa Rica,188,2010,56633,Hombres
   El Salvador,222,2010,670201,Hombres
   Guatemala,320,2010,463621,Hombres
   Honduras,340,2010,249972,Hombres
   Mexico,484,2010,6668397,Hombres
   Nicaragua,558,2010,287563,Hombres
   Panama,591,2010,68754,Hombres
  South America,931,2010,5093186,Hombres
   Argentina,32,2010,463178,Hombres
   Bolivia (Plurinational State of),68,2010,368682,Hombres
   Brazil,76,2010,632242,Hombres
   Chile,152,2010,271267,Hombres
   Colombia,170,2010,1177853,Hombres
   Ecuador,218,2010,556323,Hombres
   Falkland Islands (Malvinas)*,238,2010,515,Hombres
   French Guiana*,254,2010,1666,Hombres
   Guyana,328,2010,204145,Hombres
   Paraguay,600,2010,329005,Hombres
   Peru,604,2010,563929,Hombres
   Suriname,740,2010,116117,Hombres
   Uruguay,858,2010,161309,Hombres
   Venezuela (Bolivarian Republic of),862,2010,246955,Hombres
 NORTHERN AMERICA,905,2010,1828799,Hombres
   Bermuda*,60,2010,7588,Hombres
   Canada,124,2010,482978,Hombres
   Greenland*,304,2010,6484,Hombres
   Saint Pierre and Miquelon*,666,2010,189,Hombres
   United States of America*,840,2010,1331560,Hombres
 OCEANIA ,909,2010,788805,Hombres
  Australia and New Zealand,927,2010,573939,Hombres
   Australia*,36,2010,236444,Hombres
   New Zealand*,554,2010,337495,Hombres
  Melanesia,928,2010,97733,Hombres
   Fiji,242,2010,87439,Hombres
   New Caledonia*,540,2010,2664,Hombres
   Papua New Guinea,598,2010,2090,Hombres
   Solomon Islands,90,2010,1645,Hombres
   Vanuatu,548,2010,3895,Hombres
  Micronesia,954,2010,19448,Hombres
   Guam*,316,2010,1002,Hombres
   Kiribati,296,2010,1739,Hombres
   Marshall Islands,584,2010,3214,Hombres
   Micronesia (Fed. States of),583,2010,9711,Hombres
   Nauru,520,2010,1094,Hombres
   Northern Mariana Islands*,580,2010,1329,Hombres
   Palau,585,2010,1359,Hombres
  Polynesia*,957,2010,97685,Hombres
   American Samoa*,16,2010,1097,Hombres
   Cook Islands*,184,2010,10065,Hombres
   French Polynesia*,258,2010,833,Hombres
   Niue*,570,2010,2609,Hombres
   Samoa,882,2010,51453,Hombres
   Tokelau*,772,2010,1090,Hombres
   Tonga,776,2010,25430,Hombres
   Tuvalu,798,2010,1475,Hombres
   Wallis and Futuna Islands*,876,2010,3633,Hombres
OTHER,2003,2010,4601492,Hombres
WORLD,900,2015,128238058,Hombres
  Sub-Saharan Africa,947,2015,12578348,Hombres
  Northern Africa and Western Asia,1833,2015,18177303,Hombres
  Central and Southern Asia,921,2015,27971106,Hombres
  Eastern and South-Eastern Asia,1832,2015,17150433,Hombres
  Latin America and the Caribbean,1830,2015,17582139,Hombres
  Oceania (excluding Australia and New Zealand),1835,2015,240815,Hombres
  Australia and New Zealand,927,2015,622696,Hombres
  Europe and Northern America,1829,2015,28229706,Hombres
  Developed regions,901,2015,29203683,Hombres
  Less developed regions,902,2015,93348863,Hombres
" Less developed regions, excluding least developed countries",934,2015,70333340,Hombres
" Less developed regions, excluding China",948,2015,88028326,Hombres
  Least developed countries,941,2015,23015523,Hombres
  Land-locked Developing Countries (LLDC),1636,2015,16089640,Hombres
  Small island developing States (SIDS),1637,2015,4903522,Hombres
  High-income countries,1503,2015,22710503,Hombres
  Middle-income countries,1517,2015,82602967,Hombres
 Upper-middle-income countries,1502,2015,37485261,Hombres
 Lower-middle-income countries,1501,2015,45117706,Hombres
  Low-income countries,1500,2015,17088744,Hombres
 AFRICA,903,2015,18809167,Hombres
  Eastern Africa,910,2015,5021946,Hombres
   Burundi,108,2015,227726,Hombres
   Comoros,174,2015,59176,Hombres
   Djibouti,262,2015,8659,Hombres
   Eritrea,232,2015,326403,Hombres
   Ethiopia,231,2015,451972,Hombres
   Kenya,404,2015,227217,Hombres
   Madagascar,450,2015,68219,Hombres
   Malawi,454,2015,172322,Hombres
   Mauritius*,480,2015,74559,Hombres
   Mayotte*,175,2015,3199,Hombres
   Mozambique,508,2015,348100,Hombres
   Réunion*,638,2015,1087,Hombres
   Rwanda,646,2015,247155,Hombres
   Seychelles,690,2015,11783,Hombres
   Somalia,706,2015,1040985,Hombres
   South Sudan,728,2015,543822,Hombres
   Uganda,800,2015,375951,Hombres
   United Republic of Tanzania*,834,2015,145322,Hombres
   Zambia,894,2015,86165,Hombres
   Zimbabwe,716,2015,602124,Hombres
  Middle Africa,911,2015,1910761,Hombres
   Angola,24,2015,305926,Hombres
   Cameroon,120,2015,171870,Hombres
   Central African Republic,140,2015,348076,Hombres
   Chad,148,2015,104493,Hombres
   Congo,178,2015,102286,Hombres
   Democratic Republic of the Congo,180,2015,778269,Hombres
   Equatorial Guinea,226,2015,62959,Hombres
   Gabon,266,2015,20636,Hombres
   Sao Tome and Principe,678,2015,16246,Hombres
  Northern Africa,912,2015,6230819,Hombres
   Algeria,12,2015,985595,Hombres
   Egypt,818,2015,2041623,Hombres
   Libya,434,2015,81637,Hombres
   Morocco,504,2015,1575252,Hombres
   Sudan,729,2015,1013988,Hombres
   Tunisia,788,2015,434592,Hombres
   Western Sahara,732,2015,98132,Hombres
  Southern Africa,913,2015,545606,Hombres
   Botswana,72,2015,32477,Hombres
   Eswatini,748,2015,22566,Hombres
   Lesotho,426,2015,86078,Hombres
   Namibia,516,2015,25042,Hombres
   South Africa,710,2015,379443,Hombres
  Western Africa,914,2015,5100035,Hombres
   Benin,204,2015,341137,Hombres
   Burkina Faso,854,2015,848841,Hombres
   Cabo Verde,132,2015,76690,Hombres
   Côte d'Ivoire,384,2015,520911,Hombres
   Gambia,270,2015,60472,Hombres
   Ghana,288,2015,466166,Hombres
   Guinea,324,2015,273042,Hombres
   Guinea-Bissau,624,2015,51546,Hombres
   Liberia,430,2015,102946,Hombres
   Mali,466,2015,696316,Hombres
   Mauritania,478,2015,71355,Hombres
   Niger,562,2015,221615,Hombres
   Nigeria,566,2015,682707,Hombres
   Saint Helena*,654,2015,1731,Hombres
   Senegal,686,2015,368123,Hombres
   Sierra Leone,694,2015,69275,Hombres
   Togo,768,2015,247162,Hombres
 ASIA,935,2015,57068023,Hombres
  Central Asia,5500,2015,3640447,Hombres
   Kazakhstan,398,2015,1810038,Hombres
   Kyrgyzstan,417,2015,358754,Hombres
   Tajikistan,762,2015,334196,Hombres
   Turkmenistan,795,2015,113826,Hombres
   Uzbekistan,860,2015,1023633,Hombres
  Eastern Asia,906,2015,6820704,Hombres
   China*,156,2015,4769179,Hombres
"   China, Hong Kong SAR*",344,2015,490995,Hombres
"   China, Macao SAR*",446,2015,60363,Hombres
"   China, Taiwan Province of China*",158,2015,0,Hombres
   Dem. People's Republic of Korea,408,2015,54930,Hombres
   Japan,392,2015,351281,Hombres
   Mongolia,496,2015,30999,Hombres
   Republic of Korea,410,2015,1062957,Hombres
  South-Eastern Asia,920,2015,10329729,Hombres
   Brunei Darussalam,96,2015,26000,Hombres
   Cambodia,116,2015,505718,Hombres
   Indonesia,360,2015,2272231,Hombres
   Lao People's Democratic Republic,418,2015,592231,Hombres
   Malaysia*,458,2015,816165,Hombres
   Myanmar,104,2015,1593428,Hombres
   Philippines,608,2015,2533069,Hombres
   Singapore,702,2015,157614,Hombres
   Thailand,764,2015,348078,Hombres
   Timor-Leste,626,2015,20585,Hombres
   Viet Nam,704,2015,1464610,Hombres
  Southern Asia,5501,2015,24330659,Hombres
   Afghanistan,4,2015,2902913,Hombres
   Bangladesh,50,2015,4505672,Hombres
   Bhutan,64,2015,26218,Hombres
   India,356,2015,10356573,Hombres
   Iran (Islamic Republic of),364,2015,617010,Hombres
   Maldives,462,2015,1685,Hombres
   Nepal,524,2015,1239154,Hombres
   Pakistan,586,2015,3743863,Hombres
   Sri Lanka,144,2015,937571,Hombres
  Western Asia,922,2015,11946484,Hombres
   Armenia,51,2015,507143,Hombres
   Azerbaijan*,31,2015,606730,Hombres
   Bahrain,48,2015,29822,Hombres
   Cyprus*,196,2015,79109,Hombres
   Georgia*,268,2015,411330,Hombres
   Iraq,368,2015,910222,Hombres
   Israel,376,2015,169899,Hombres
   Jordan,400,2015,449065,Hombres
   Kuwait,414,2015,118278,Hombres
   Lebanon,422,2015,447670,Hombres
   Oman,512,2015,11967,Hombres
   Qatar,634,2015,11902,Hombres
   Saudi Arabia,682,2015,154312,Hombres
   State of Palestine*,275,2015,1972565,Hombres
   Syrian Arab Republic,760,2015,3664034,Hombres
   Turkey,792,2015,1587410,Hombres
   United Arab Emirates,784,2015,94400,Hombres
   Yemen,887,2015,720626,Hombres
 EUROPE,908,2015,26369327,Hombres
  Eastern Europe,923,2015,12864866,Hombres
   Belarus,112,2015,623669,Hombres
   Bulgaria,100,2015,496720,Hombres
   Czechia,203,2015,353286,Hombres
   Hungary,348,2015,292523,Hombres
   Poland,616,2015,1884117,Hombres
   Republic of Moldova*,498,2015,430866,Hombres
   Romania,642,2015,1567809,Hombres
   Russian Federation,643,2015,4449268,Hombres
   Slovakia,703,2015,157103,Hombres
   Ukraine*,804,2015,2609505,Hombres
  Northern Europe,924,2015,3529209,Hombres
   Channel Islands*,830,2015,8292,Hombres
   Denmark*,208,2015,111890,Hombres
   Estonia,233,2015,84113,Hombres
   Faroe Islands*,234,2015,5736,Hombres
   Finland*,246,2015,108794,Hombres
   Iceland,352,2015,18348,Hombres
   Ireland,372,2015,334784,Hombres
   Isle of Man*,833,2015,5185,Hombres
   Latvia,428,2015,165315,Hombres
   Lithuania,440,2015,244904,Hombres
   Norway*,578,2015,82268,Hombres
   Sweden,752,2015,135980,Hombres
   United Kingdom*,826,2015,2223600,Hombres
  Southern Europe,925,2015,6004592,Hombres
   Albania,8,2015,576220,Hombres
   Andorra,20,2015,4200,Hombres
   Bosnia and Herzegovina,70,2015,763150,Hombres
   Croatia,191,2015,375750,Hombres
   Gibraltar*,292,2015,5766,Hombres
   Greece,300,2015,421173,Hombres
   Holy See*,336,2015,115,Hombres
   Italy,380,2015,1400582,Hombres
   Malta,470,2015,47197,Hombres
   Montenegro,499,2015,61328,Hombres
   North Macedonia,807,2015,291278,Hombres
   Portugal,620,2015,1010281,Hombres
   San Marino,674,2015,1269,Hombres
   Serbia*,688,2015,406341,Hombres
   Slovenia,705,2015,61173,Hombres
   Spain*,724,2015,578769,Hombres
  Western Europe,926,2015,3970660,Hombres
   Austria,40,2015,233867,Hombres
   Belgium,56,2015,243956,Hombres
   France*,250,2015,1023721,Hombres
   Germany,276,2015,1689326,Hombres
   Liechtenstein,438,2015,1565,Hombres
   Luxembourg,442,2015,32722,Hombres
   Monaco,492,2015,13915,Hombres
   Netherlands*,528,2015,435630,Hombres
   Switzerland,756,2015,295958,Hombres
 LATIN AMERICA AND THE CARIBBEAN,904,2015,17582139,Hombres
  Caribbean,915,2015,3802917,Hombres
   Anguilla*,660,2015,1350,Hombres
   Antigua and Barbuda,28,2015,23792,Hombres
   Aruba*,533,2015,7257,Hombres
   Bahamas,44,2015,18115,Hombres
   Barbados,52,2015,47152,Hombres
"   Bonaire, Sint Eustatius and Saba*",535,2015,3247,Hombres
   British Virgin Islands*,92,2015,2245,Hombres
   Cayman Islands*,136,2015,796,Hombres
   Cuba,192,2015,702390,Hombres
   Curaçao*,531,2015,3141,Hombres
   Dominica,212,2015,30442,Hombres
   Dominican Republic,214,2015,608480,Hombres
   Grenada,308,2015,30025,Hombres
   Guadeloupe*,312,2015,4674,Hombres
   Haiti,332,2015,793349,Hombres
   Jamaica,388,2015,440347,Hombres
   Martinique*,474,2015,5516,Hombres
   Montserrat*,500,2015,8863,Hombres
   Puerto Rico*,630,2015,841611,Hombres
   Saint Barthélemy*,652,2015,0,Hombres
   Saint Kitts and Nevis,659,2015,18114,Hombres
   Saint Lucia,662,2015,24201,Hombres
   Saint Martin (French part)*,663,2015,0,Hombres
   Saint Vincent and the Grenadines,670,2015,29062,Hombres
   Sint Maarten (Dutch part)*,534,2015,932,Hombres
   Trinidad and Tobago,780,2015,154574,Hombres
   Turks and Caicos Islands*,796,2015,1036,Hombres
   United States Virgin Islands*,850,2015,2206,Hombres
  Central America,916,2015,8439482,Hombres
   Belize,84,2015,26615,Hombres
   Costa Rica,188,2015,59116,Hombres
   El Salvador,222,2015,753461,Hombres
   Guatemala,320,2015,557854,Hombres
   Honduras,340,2015,305667,Hombres
   Mexico,484,2015,6358119,Hombres
   Nicaragua,558,2015,305105,Hombres
   Panama,591,2015,73545,Hombres
  South America,931,2015,5339740,Hombres
   Argentina,32,2015,462826,Hombres
   Bolivia (Plurinational State of),68,2015,390857,Hombres
   Brazil,76,2015,637038,Hombres
   Chile,152,2015,291195,Hombres
   Colombia,170,2015,1234218,Hombres
   Ecuador,218,2015,538153,Hombres
   Falkland Islands (Malvinas)*,238,2015,578,Hombres
   French Guiana*,254,2015,1847,Hombres
   Guyana,328,2015,222385,Hombres
   Paraguay,600,2015,363105,Hombres
   Peru,604,2015,605953,Hombres
   Suriname,740,2015,112784,Hombres
   Uruguay,858,2015,167247,Hombres
   Venezuela (Bolivarian Republic of),862,2015,311554,Hombres
 NORTHERN AMERICA,905,2015,1860379,Hombres
   Bermuda*,60,2015,8007,Hombres
   Canada,124,2015,479163,Hombres
   Greenland*,304,2015,7154,Hombres
   Saint Pierre and Miquelon*,666,2015,222,Hombres
   United States of America*,840,2015,1365833,Hombres
 OCEANIA ,909,2015,863511,Hombres
  Australia and New Zealand,927,2015,622696,Hombres
   Australia*,36,2015,248125,Hombres
   New Zealand*,554,2015,374571,Hombres
  Melanesia,928,2015,109523,Hombres
   Fiji,242,2015,99311,Hombres
   New Caledonia*,540,2015,2725,Hombres
   Papua New Guinea,598,2015,2351,Hombres
   Solomon Islands,90,2015,1913,Hombres
   Vanuatu,548,2015,3223,Hombres
  Micronesia,954,2015,20869,Hombres
   Guam*,316,2015,981,Hombres
   Kiribati,296,2015,2017,Hombres
   Marshall Islands,584,2015,3763,Hombres
   Micronesia (Fed. States of),583,2015,10312,Hombres
   Nauru,520,2015,1128,Hombres
   Northern Mariana Islands*,580,2015,1339,Hombres
   Palau,585,2015,1329,Hombres
  Polynesia*,957,2015,110423,Hombres
   American Samoa*,16,2015,992,Hombres
   Cook Islands*,184,2015,10691,Hombres
   French Polynesia*,258,2015,1082,Hombres
   Niue*,570,2015,2620,Hombres
   Samoa,882,2015,57509,Hombres
   Tokelau*,772,2015,1096,Hombres
   Tonga,776,2015,29476,Hombres
   Tuvalu,798,2015,1593,Hombres
   Wallis and Futuna Islands*,876,2015,5364,Hombres
OTHER,2003,2015,5685512,Hombres
WORLD,900,2020,145655844,Hombres
  Sub-Saharan Africa,947,2020,14732802,Hombres
  Northern Africa and Western Asia,1833,2020,20941050,Hombres
  Central and Southern Asia,921,2020,31211577,Hombres
  Eastern and South-Eastern Asia,1832,2020,18801912,Hombres
  Latin America and the Caribbean,1830,2020,20697275,Hombres
  Oceania (excluding Australia and New Zealand),1835,2020,273803,Hombres
  Australia and New Zealand,927,2020,693842,Hombres
  Europe and Northern America,1829,2020,31770385,Hombres
  Developed regions,901,2020,32827157,Hombres
  Less developed regions,902,2020,106295489,Hombres
" Less developed regions, excluding least developed countries",934,2020,79492160,Hombres
" Less developed regions, excluding China",948,2020,100946274,Hombres
  Least developed countries,941,2020,26803329,Hombres
  Land-locked Developing Countries (LLDC),1636,2020,18147434,Hombres
  Small island developing States (SIDS),1637,2020,5417850,Hombres
  High-income countries,1503,2020,25556460,Hombres
  Middle-income countries,1517,2020,92895832,Hombres
 Upper-middle-income countries,1502,2020,42001984,Hombres
 Lower-middle-income countries,1501,2020,50893848,Hombres
  Low-income countries,1500,2020,20512220,Hombres
 AFRICA,903,2020,21729832,Hombres
  Eastern Africa,910,2020,6136440,Hombres
   Burundi,108,2020,274913,Hombres
   Comoros,174,2020,73002,Hombres
   Djibouti,262,2020,9293,Hombres
   Eritrea,232,2020,422881,Hombres
   Ethiopia,231,2020,510262,Hombres
   Kenya,404,2020,252759,Hombres
   Madagascar,450,2020,74976,Hombres
   Malawi,454,2020,185426,Hombres
   Mauritius*,480,2020,82790,Hombres
   Mayotte*,175,2020,3305,Hombres
   Mozambique,508,2020,385940,Hombres
   Réunion*,638,2020,1189,Hombres
   Rwanda,646,2020,241187,Hombres
   Seychelles,690,2020,12624,Hombres
   Somalia,706,2020,1064786,Hombres
   South Sudan,728,2020,1271104,Hombres
   Uganda,800,2020,372735,Hombres
   United Republic of Tanzania*,834,2020,162475,Hombres
   Zambia,894,2020,93621,Hombres
   Zimbabwe,716,2020,641172,Hombres
  Middle Africa,911,2020,2223566,Hombres
   Angola,24,2020,334386,Hombres
   Cameroon,120,2020,219379,Hombres
   Central African Republic,140,2020,409486,Hombres
   Chad,148,2020,119894,Hombres
   Congo,178,2020,113453,Hombres
   Democratic Republic of the Congo,180,2020,916179,Hombres
   Equatorial Guinea,226,2020,68753,Hombres
   Gabon,266,2020,23205,Hombres
   Sao Tome and Principe,678,2020,18831,Hombres
  Northern Africa,912,2020,6997030,Hombres
   Algeria,12,2020,1085651,Hombres
   Egypt,818,2020,2341886,Hombres
   Libya,434,2020,101126,Hombres
   Morocco,504,2020,1707428,Hombres
   Sudan,729,2020,1155684,Hombres
   Tunisia,788,2020,502404,Hombres
   Western Sahara,732,2020,102851,Hombres
  Southern Africa,913,2020,628886,Hombres
   Botswana,72,2020,39730,Hombres
   Eswatini,748,2020,24339,Hombres
   Lesotho,426,2020,89567,Hombres
   Namibia,516,2020,23612,Hombres
   South Africa,710,2020,451638,Hombres
  Western Africa,914,2020,5743910,Hombres
   Benin,204,2020,365338,Hombres
   Burkina Faso,854,2020,894339,Hombres
   Cabo Verde,132,2020,85032,Hombres
   Côte d'Ivoire,384,2020,571219,Hombres
   Gambia,270,2020,93414,Hombres
   Ghana,288,2020,529432,Hombres
   Guinea,324,2020,312062,Hombres
   Guinea-Bissau,624,2020,60632,Hombres
   Liberia,430,2020,116235,Hombres
   Mali,466,2020,742057,Hombres
   Mauritania,478,2020,80059,Hombres
   Niger,562,2020,236316,Hombres
   Nigeria,566,2020,877687,Hombres
   Saint Helena*,654,2020,1981,Hombres
   Senegal,686,2020,430442,Hombres
   Sierra Leone,694,2020,76143,Hombres
   Togo,768,2020,271522,Hombres
 ASIA,935,2020,63957509,Hombres
  Central Asia,5500,2020,3807379,Hombres
   Kazakhstan,398,2020,1934708,Hombres
   Kyrgyzstan,417,2020,368266,Hombres
   Tajikistan,762,2020,337393,Hombres
   Turkmenistan,795,2020,115596,Hombres
   Uzbekistan,860,2020,1051416,Hombres
  Eastern Asia,906,2020,6898164,Hombres
   China*,156,2020,4768512,Hombres
"   China, Hong Kong SAR*",344,2020,516106,Hombres
"   China, Macao SAR*",446,2020,64597,Hombres
"   China, Taiwan Province of China*",158,2020,0,Hombres
   Dem. People's Republic of Korea,408,2020,58162,Hombres
   Japan,392,2020,362930,Hombres
   Mongolia,496,2020,39366,Hombres
   Republic of Korea,410,2020,1088491,Hombres
  South-Eastern Asia,920,2020,11903748,Hombres
   Brunei Darussalam,96,2020,25825,Hombres
   Cambodia,116,2020,513004,Hombres
   Indonesia,360,2020,2560770,Hombres
   Lao People's Democratic Republic,418,2020,571192,Hombres
   Malaysia*,458,2020,805157,Hombres
   Myanmar,104,2020,2323899,Hombres
   Philippines,608,2020,2804967,Hombres
   Singapore,702,2020,166831,Hombres
   Thailand,764,2020,423456,Hombres
   Timor-Leste,626,2020,21796,Hombres
   Viet Nam,704,2020,1686851,Hombres
  Southern Asia,5501,2020,27404198,Hombres
   Afghanistan,4,2020,3226319,Hombres
   Bangladesh,50,2020,4971930,Hombres
   Bhutan,64,2020,26295,Hombres
   India,356,2020,11732041,Hombres
   Iran (Islamic Republic of),364,2020,708864,Hombres
   Maldives,462,2020,1745,Hombres
   Nepal,524,2020,1461696,Hombres
   Pakistan,586,2020,4147071,Hombres
   Sri Lanka,144,2020,1128237,Hombres
  Western Asia,922,2020,13944020,Hombres
   Armenia,51,2020,513437,Hombres
   Azerbaijan*,31,2020,623400,Hombres
   Bahrain,48,2020,23771,Hombres
   Cyprus*,196,2020,83014,Hombres
   Georgia*,268,2020,428794,Hombres
   Iraq,368,2020,1038010,Hombres
   Israel,376,2020,185213,Hombres
   Jordan,400,2020,516954,Hombres
   Kuwait,414,2020,129614,Hombres
   Lebanon,422,2020,506899,Hombres
   Oman,512,2020,13574,Hombres
   Qatar,634,2020,13145,Hombres
   Saudi Arabia,682,2020,165183,Hombres
   State of Palestine*,275,2020,2112254,Hombres
   Syrian Arab Republic,760,2020,4869975,Hombres
   Turkey,792,2020,1766026,Hombres
   United Arab Emirates,784,2020,107455,Hombres
   Yemen,887,2020,847302,Hombres
 EUROPE,908,2020,29748898,Hombres
  Eastern Europe,923,2020,14468129,Hombres
   Belarus,112,2020,630018,Hombres
   Bulgaria,100,2020,692856,Hombres
   Czechia,203,2020,436228,Hombres
   Hungary,348,2020,352495,Hombres
   Poland,616,2020,2298995,Hombres
   Republic of Moldova*,498,2020,554320,Hombres
   Romania,642,2020,1874015,Hombres
   Russian Federation,643,2020,4655021,Hombres
   Slovakia,703,2020,195564,Hombres
   Ukraine*,804,2020,2778617,Hombres
  Northern Europe,924,2020,3820591,Hombres
   Channel Islands*,830,2020,8836,Hombres
   Denmark*,208,2020,122100,Hombres
   Estonia,233,2020,91437,Hombres
   Faroe Islands*,234,2020,5511,Hombres
   Finland*,246,2020,123798,Hombres
   Iceland,352,2020,21173,Hombres
   Ireland,372,2020,341607,Hombres
   Isle of Man*,833,2020,5816,Hombres
   Latvia,428,2020,172595,Hombres
   Lithuania,440,2020,288652,Hombres
   Norway*,578,2020,82789,Hombres
   Sweden,752,2020,147538,Hombres
   United Kingdom*,826,2020,2408739,Hombres
  Southern Europe,925,2020,7109579,Hombres
   Albania,8,2020,642626,Hombres
   Andorra,20,2020,5302,Hombres
   Bosnia and Herzegovina,70,2020,820732,Hombres
   Croatia,191,2020,495533,Hombres
   Gibraltar*,292,2020,6434,Hombres
   Greece,300,2020,567041,Hombres
   Holy See*,336,2020,71,Hombres
   Italy,380,2020,1757002,Hombres
   Malta,470,2020,51684,Hombres
   Montenegro,499,2020,61547,Hombres
   North Macedonia,807,2020,357739,Hombres
   Portugal,620,2020,1074098,Hombres
   San Marino,674,2020,986,Hombres
   Serbia*,688,2020,497564,Hombres
   Slovenia,705,2020,73387,Hombres
   Spain*,724,2020,697833,Hombres
  Western Europe,926,2020,4350599,Hombres
   Austria,40,2020,281323,Hombres
   Belgium,56,2020,276754,Hombres
   France*,250,2020,1139109,Hombres
   Germany,276,2020,1784487,Hombres
   Liechtenstein,438,2020,1655,Hombres
   Luxembourg,442,2020,40460,Hombres
   Monaco,492,2020,15473,Hombres
   Netherlands*,528,2020,484739,Hombres
   Switzerland,756,2020,326599,Hombres
 LATIN AMERICA AND THE CARIBBEAN,904,2020,20697275,Hombres
  Caribbean,915,2020,4252967,Hombres
   Anguilla*,660,2020,1293,Hombres
   Antigua and Barbuda,28,2020,29948,Hombres
   Aruba*,533,2020,9326,Hombres
   Bahamas,44,2020,22329,Hombres
   Barbados,52,2020,45906,Hombres
"   Bonaire, Sint Eustatius and Saba*",535,2020,3657,Hombres
   British Virgin Islands*,92,2020,2343,Hombres
   Cayman Islands*,136,2020,863,Hombres
   Cuba,192,2020,822706,Hombres
   Curaçao*,531,2020,3800,Hombres
   Dominica,212,2020,32456,Hombres
   Dominican Republic,214,2020,664406,Hombres
   Grenada,308,2020,27572,Hombres
   Guadeloupe*,312,2020,4953,Hombres
   Haiti,332,2020,964896,Hombres
   Jamaica,388,2020,475022,Hombres
   Martinique*,474,2020,5623,Hombres
   Montserrat*,500,2020,10680,Hombres
   Puerto Rico*,630,2020,905682,Hombres
   Saint Barthélemy*,652,2020,0,Hombres
   Saint Kitts and Nevis,659,2020,22359,Hombres
   Saint Lucia,662,2020,29632,Hombres
   Saint Martin (French part)*,663,2020,0,Hombres
   Saint Vincent and the Grenadines,670,2020,25768,Hombres
   Sint Maarten (Dutch part)*,534,2020,1065,Hombres
   Trinidad and Tobago,780,2020,137377,Hombres
   Turks and Caicos Islands*,796,2020,1136,Hombres
   United States Virgin Islands*,850,2020,2169,Hombres
  Central America,916,2020,8312535,Hombres
   Belize,84,2020,22097,Hombres
   Costa Rica,188,2020,64129,Hombres
   El Salvador,222,2020,794168,Hombres
   Guatemala,320,2020,676642,Hombres
   Honduras,340,2020,401073,Hombres
   Mexico,484,2020,5947873,Hombres
   Nicaragua,558,2020,338488,Hombres
   Panama,591,2020,68065,Hombres
  South America,931,2020,8131773,Hombres
   Argentina,32,2020,525891,Hombres
   Bolivia (Plurinational State of),68,2020,435335,Hombres
   Brazil,76,2020,801922,Hombres
   Chile,152,2020,306204,Hombres
   Colombia,170,2020,1376442,Hombres
   Ecuador,218,2020,531506,Hombres
   Falkland Islands (Malvinas)*,238,2020,636,Hombres
   French Guiana*,254,2020,1904,Hombres
   Guyana,328,2020,201232,Hombres
   Paraguay,600,2020,384808,Hombres
   Peru,604,2020,665107,Hombres
   Suriname,740,2020,120783,Hombres
   Uruguay,858,2020,174801,Hombres
   Venezuela (Bolivarian Republic of),862,2020,2605202,Hombres
