Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Belize,0,84,B R ,2000-2005.1,2.4,Hombres
   Costa Rica,0,188,B R,2000-2005.1,2.4,Hombres
   El Salvador,0,222,B R,2000-2005.1,2.7,Hombres
   Guatemala,0,320,B R,2000-2005.1,4.1,Hombres
   Honduras,0,340,B R,2000-2005.1,-0.1,Hombres
   Mexico,0,484,B R,2000-2005.1,5.7,Hombres
   Nicaragua,0,558,B R,2000-2005.1,2.8,Hombres
   Panama,0,591,B R,2000-2005.1,5.4,Hombres
   Argentina,0,32,B R,2000-2005.1,1.5,Hombres
   Bolivia (Plurinational State of),0,68,B R,2000-2005.1,3.2,Hombres
   Brazil,0,76,B R,2000-2005.1,-1.3,Hombres
   Chile,0,152,B,2000-2005.1,8.8,Hombres
   Colombia,0,170,B,2000-2005.1,-0.5,Hombres
   Ecuador,0,218,B R,2000-2005.1,4.7,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,2000-2005.1,1.2,Hombres
   French Guiana*,29.0,254,B R,2000-2005.1,1.9,Hombres
   Guyana,0,328,B R,2000-2005.1,4.6,Hombres
   Paraguay,0,600,B R,2000-2005.1,-1.0,Hombres
   Peru,0,604,B R,2000-2005.1,3.4,Hombres
   Suriname,0,740,C R,2000-2005.1,4.1,Hombres
   Uruguay,0,858,B R,2000-2005.1,-1.7,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2000-2005.1,1.1,Hombres
   Bermuda*,30.0,60,B,2000-2005.1,0.6,Hombres
   Canada,0,124,B,2000-2005.1,1.8,Hombres
   Greenland*,31.0,304,B,2000-2005.1,-0.7,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,2000-2005.1,-4.7,Hombres
   United States of America*,33.0,840,B,2000-2005.1,2.5,Hombres
   Australia*,0,36,B,2000-2005.1,2.0,Hombres
   New Zealand*,34.0,554,B,2000-2005.1,4.2,Hombres
   Fiji,0,242,B R,2000-2005.1,-0.1,Hombres
   New Caledonia*,0,540,B,2000-2005.1,2.1,Hombres
   Papua New Guinea,0,598,C R,2000-2005.1,2.3,Hombres
   Solomon Islands,0,90,B R,2000-2005.1,-3.9,Hombres
   Vanuatu,0,548,B R,2000-2005.1,1.1,Hombres
   Guam*,35.0,316,B,2000-2005.1,0.2,Hombres
   Kiribati,0,296,B,2000-2005.1,2.0,Hombres
   Marshall Islands,0,584,B,2000-2005.1,4.9,Hombres
   Micronesia (Fed. States of),0,583,B,2000-2005.1,-1.9,Hombres
   Nauru,0,520,C R,2000-2005.1,-1.2,Hombres
   Northern Mariana Islands*,36.0,580,B,2000-2005.1,-1.7,Hombres
   Palau,0,585,B,2000-2005.1,-1.5,Hombres
  Polynesia*,0,957,0,2000-2005.1,0.5,Hombres
   American Samoa*,0,16,B,2000-2005.1,-0.6,Hombres
   Cook Islands*,37.0,184,B R,2000-2005.1,2.1,Hombres
   French Polynesia*,38.0,258,B R,2000-2005.1,0.9,Hombres
   Niue*,39.0,570,B,2000-2005.1,1.0,Hombres
   Samoa,0,882,B R,2000-2005.1,-1.1,Hombres
   Tokelau*,40.0,772,B R,2000-2005.1,6.2,Hombres
   Tonga,0,776,B R,2000-2005.1,3.2,Hombres
   Tuvalu,0,798,C,2000-2005.1,-1.0,Hombres
   Wallis and Futuna Islands*,41.0,876,B R,2000-2005.1,1.7,Hombres
   Burundi,0,108,B R,2005-2010.1,5.1,Hombres
   Comoros,0,174,B,2005-2010.1,-0.7,Hombres
   Djibouti,0,262,B R,2005-2010.1,0.9,Hombres
   Eritrea,0,232,I R,2005-2010.1,0.2,Hombres
   Ethiopia,0,231,B R,2005-2010.1,2.0,Hombres
   Kenya,0,404,B R,2005-2010.1,3.3,Hombres
   Madagascar,0,450,C R,2005-2010.1,2.1,Hombres
   Malawi,0,454,B R,2005-2010.1,-0.4,Hombres
   Mauritius*,0,480,C,2005-2010.1,7.8,Hombres
   Mayotte*,1.0,175,B R,2005-2010.1,1.9,Hombres
   Mozambique,0,508,B R,2005-2010.1,2.6,Hombres
   Réunion*,2.0,638,B,2005-2010.1,1.2,Hombres
   Rwanda,0,646,B R,2005-2010.1,0.1,Hombres
   Seychelles,0,690,B,2005-2010.1,5.9,Hombres
   Somalia,0,706,I R,2005-2010.1,16.4,Hombres
   South Sudan,0,728,B R,2005-2010.1,0.0,Hombres
   Uganda,0,800,B R,2005-2010.1,-3.8,Hombres
   United Republic of Tanzania*,0,834,B R,2005-2010.1,-22.9,Hombres
   Zambia,0,894,B R,2005-2010.1,-10.5,Hombres
   Zimbabwe,0,716,B R,2005-2010.1,-0.2,Hombres
   Angola,0,24,B R,2005-2010.1,33.3,Hombres
   Cameroon,0,120,B R,2005-2010.1,2.0,Hombres
   Central African Republic,0,140,C R,2005-2010.1,-0.3,Hombres
   Chad,0,148,B R,2005-2010.1,3.1,Hombres
   Congo,0,178,B R,2005-2010.1,5.8,Hombres
   Democratic Republic of the Congo,0,180,B R,2005-2010.1,-1.2,Hombres
   Equatorial Guinea,0,226,C,2005-2010.1,5.7,Hombres
   Gabon,0,266,C R,2005-2010.1,3.2,Hombres
   Sao Tome and Principe,0,678,C,2005-2010.1,-4.9,Hombres
   Algeria,0,12,B R,2005-2010.1,1.2,Hombres
   Egypt,0,818,B R,2005-2010.1,1.0,Hombres
   Libya,0,434,C R,2005-2010.1,1.9,Hombres
   Morocco,0,504,C R,2005-2010.1,4.6,Hombres
   Sudan,3.0,729,B R,2005-2010.1,2.5,Hombres
   Tunisia,0,788,C R,2005-2010.1,4.2,Hombres
   Western Sahara,0,732,I,2005-2010.1,3.2,Hombres
   Botswana,0,72,B R,2005-2010.1,1.9,Hombres
   Eswatini,0,748,B R,2005-2010.1,-0.7,Hombres
   Lesotho,0,426,C R,2005-2010.1,0.4,Hombres
   Namibia,0,516,B R,2005-2010.1,-0.6,Hombres
   Benin,0,204,C B R,2005-2010.1,3.2,Hombres
   Burkina Faso,0,854,B R,2005-2010.1,2.3,Hombres
   Cabo Verde,0,132,B R,2005-2010.1,2.2,Hombres
   Côte d'Ivoire,0,384,C B R,2005-2010.1,0.9,Hombres
   Gambia,0,270,B R,2005-2010.1,0.4,Hombres
   Ghana,0,288,B R,2005-2010.1,2.4,Hombres
   Guinea,0,324,C B R,2005-2010.1,-3.9,Hombres
   Guinea-Bissau,0,624,B R,2005-2010.1,0.2,Hombres
   Liberia,0,430,B R,2005-2010.1,2.1,Hombres
   Mali,0,466,B R,2005-2010.1,5.2,Hombres
   Mauritania,0,478,C R,2005-2010.1,8.0,Hombres
   Niger,0,562,B R,2005-2010.1,0.3,Hombres
   Nigeria,0,566,C R,2005-2010.1,0.4,Hombres
   Saint Helena*,4.0,654,C,2005-2010.1,9.4,Hombres
   Senegal,0,686,B R,2005-2010.1,1.7,Hombres
   Sierra Leone,0,694,B R,2005-2010.1,-11.3,Hombres
   Togo,0,768,C R,2005-2010.1,4.5,Hombres
   Kazakhstan,0,398,B R,2005-2010.1,2.0,Hombres
   Kyrgyzstan,0,417,B R,2005-2010.1,-6.1,Hombres
   Tajikistan,0,762,B R,2005-2010.1,0.1,Hombres
   Turkmenistan,0,795,B R,2005-2010.1,-2.2,Hombres
   Uzbekistan,0,860,B R,2005-2010.1,-1.1,Hombres
   China*,0,156,C,2005-2010.1,5.7,Hombres
"   China, Hong Kong SAR*",0,344,B R,2005-2010.1,-0.6,Hombres
"   China, Macao SAR*",0,446,B,2005-2010.1,2.3,Hombres
"   China, Taiwan Province of China*",0,158,0,2005-2010.1,0.0,Hombres
   Dem. People's Republic of Korea,0,408,I,2005-2010.1,1.9,Hombres
   Japan,0,392,C,2005-2010.1,0.9,Hombres
   Mongolia,0,496,C R,2005-2010.1,9.0,Hombres
   Republic of Korea,0,410,C R,2005-2010.1,11.9,Hombres
   Brunei Darussalam,0,96,B,2005-2010.1,0.5,Hombres
   Cambodia,0,116,B R,2005-2010.1,-5.6,Hombres
   Indonesia,0,360,B R,2005-2010.1,1.3,Hombres
   Lao People's Democratic Republic,0,418,C R,2005-2010.1,12.2,Hombres
   Malaysia*,0,458,C R,2005-2010.1,5.2,Hombres
   Myanmar,0,104,C,2005-2010.1,-1.4,Hombres
   Philippines,0,608,C R,2005-2010.1,-4.2,Hombres
   Singapore,0,702,B,2005-2010.1,4.6,Hombres
   Thailand,0,764,B R,2005-2010.1,7.8,Hombres
   Timor-Leste,0,626,B R,2005-2010.1,0.9,Hombres
   Viet Nam,0,704,C R,2005-2010.1,2.9,Hombres
   Afghanistan,0,4,B R,2005-2010.1,3.2,Hombres
   Bangladesh,0,50,B R,2005-2010.1,4.3,Hombres
   Bhutan,0,64,B,2005-2010.1,3.6,Hombres
   India,0,356,B R,2005-2010.1,-1.6,Hombres
   Iran (Islamic Republic of),0,364,C R,2005-2010.1,1.2,Hombres
   Maldives,0,462,C,2005-2010.1,8.6,Hombres
   Nepal,0,524,B R,2005-2010.1,-4.2,Hombres
   Pakistan,0,586,B R,2005-2010.1,3.9,Hombres
   Sri Lanka,0,144,B R,2005-2010.1,-0.6,Hombres
   Armenia,0,51,B R,2005-2010.1,-16.1,Hombres
   Azerbaijan*,0,31,B R,2005-2010.1,-0.9,Hombres
   Bahrain,0,48,C R,2005-2010.1,10.2,Hombres
   Cyprus*,0,196,B,2005-2010.1,8.6,Hombres
   Georgia*,0,268,B R,2005-2010.1,0.5,Hombres
   Iraq,0,368,C R,2005-2010.1,-1.9,Hombres
   Israel,0,376,B R,2005-2010.1,0.6,Hombres
   Jordan,0,400,C R,2005-2010.1,4.7,Hombres
   Kuwait,0,414,C R,2005-2010.1,7.1,Hombres
   Lebanon,0,422,B R,2005-2010.1,1.5,Hombres
   Oman,0,512,C R,2005-2010.1,4.4,Hombres
   Qatar,0,634,C,2005-2010.1,17.7,Hombres
   Saudi Arabia,0,682,C R,2005-2010.1,5.7,Hombres
   State of Palestine*,5.0,275,B,2005-2010.1,0.0,Hombres
   Syrian Arab Republic,0,760,C R,2005-2010.1,14.0,Hombres
   Turkey,0,792,B R,2005-2010.1,0.3,Hombres
   United Arab Emirates,0,784,C R,2005-2010.1,16.5,Hombres
   Yemen,0,887,C R,2005-2010.1,9.1,Hombres
   Belarus,0,112,B,2005-2010.1,-0.3,Hombres
   Bulgaria,0,100,B,2005-2010.1,4.8,Hombres
   Czechia,0,203,C,2005-2010.1,5.2,Hombres
   Hungary,0,348,B,2005-2010.1,3.8,Hombres
   Poland,0,616,B,2005-2010.1,-2.5,Hombres
   Republic of Moldova*,0,498,B,2005-2010.1,-5.3,Hombres
   Romania,0,642,B,2005-2010.1,4.5,Hombres
   Russian Federation,0,643,B,2005-2010.1,-1.0,Hombres
   Slovakia,0,703,B,2005-2010.1,2.6,Hombres
   Ukraine*,0,804,B,2005-2010.1,-0.9,Hombres
   Channel Islands*,6.0,830,B,2005-2010.1,1.9,Hombres
   Denmark*,7.0,208,B,2005-2010.1,2.5,Hombres
   Estonia,0,233,B,2005-2010.1,-1.5,Hombres
   Faroe Islands*,8.0,234,B,2005-2010.1,1.9,Hombres
   Finland*,0,246,B,2005-2010.1,3.5,Hombres
   Iceland,0,352,B,2005-2010.1,7.0,Hombres
   Ireland,0,372,B,2005-2010.1,3.0,Hombres
   Isle of Man*,9.0,833,B,2005-2010.1,1.1,Hombres
   Latvia,0,428,B,2005-2010.1,-4.3,Hombres
   Lithuania,0,440,B,2005-2010.1,-6.0,Hombres
   Norway*,0,578,B,2005-2010.1,8.3,Hombres
   Sweden,0,752,B,2005-2010.1,3.7,Hombres
   United Kingdom*,10.0,826,B,2005-2010.1,4.1,Hombres
   Albania,0,8,B,2005-2010.1,-4.1,Hombres
   Andorra,0,20,C,2005-2010.1,0.6,Hombres
   Bosnia and Herzegovina,0,70,I R,2005-2010.1,-3.8,Hombres
   Croatia,0,191,B,2005-2010.1,-0.2,Hombres
   Gibraltar*,11.0,292,B,2005-2010.1,2.7,Hombres
   Greece,0,300,B,2005-2010.1,1.7,Hombres
   Holy See*,0,336,I,2005-2010.1,-0.3,Hombres
   Italy,0,380,B,2005-2010.1,7.6,Hombres
   Malta,0,470,B,2005-2010.1,7.3,Hombres
   Montenegro,0,499,B,2005-2010.1,0.0,Hombres
   North Macedonia,0,807,B,2005-2010.1,0.3,Hombres
   Portugal,0,620,B,2005-2010.1,-0.3,Hombres
   San Marino,0,674,C,2005-2010.1,3.6,Hombres
   Serbia*,0,688,B,2005-2010.1,-1.0,Hombres
   Slovenia,0,705,B,2005-2010.1,4.4,Hombres
   Spain*,0,724,B,2005-2010.1,8.3,Hombres
   Austria,0,40,B,2005-2010.1,2.4,Hombres
   Belgium,0,56,B,2005-2010.1,3.2,Hombres
   France*,12.0,250,B,2005-2010.1,1.5,Hombres
   Germany,0,276,B,2005-2010.1,0.7,Hombres
   Liechtenstein,0,438,B,2005-2010.1,2.8,Hombres
   Luxembourg,0,442,B,2005-2010.1,1.7,Hombres
   Monaco,0,492,B,2005-2010.1,0.0,Hombres
   Netherlands*,13.0,528,B,2005-2010.1,0.9,Hombres
   Switzerland,0,756,B,2005-2010.1,1.7,Hombres
   Anguilla*,14.0,660,B R,2005-2010.1,1.8,Hombres
   Antigua and Barbuda,0,28,B R,2005-2010.1,1.3,Hombres
   Aruba*,15.0,533,B R,2005-2010.1,1.0,Hombres
   Bahamas,0,44,B R,2005-2010.1,3.3,Hombres
   Barbados,0,52,B R,2005-2010.1,1.7,Hombres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2005-2010.1,0.0,Hombres
   British Virgin Islands*,18.0,92,B R,2005-2010.1,2.3,Hombres
   Cayman Islands*,19.0,136,C R,2005-2010.1,3.2,Hombres
   Cuba,0,192,B,2005-2010.1,-9.3,Hombres
   Curaçao*,20.0,531,B R,2005-2010.1,0.0,Hombres
   Dominica,0,212,B,2005-2010.1,10.4,Hombres
   Dominican Republic,0,214,B R,2005-2010.1,1.0,Hombres
   Grenada,0,308,B,2005-2010.1,0.2,Hombres
   Guadeloupe*,21.0,312,B,2005-2010.1,0.7,Hombres
   Haiti,0,332,B R,2005-2010.1,1.0,Hombres
   Jamaica,0,388,B R,2005-2010.1,-0.4,Hombres
   Martinique*,22.0,474,B R,2005-2010.1,0.3,Hombres
   Montserrat*,23.0,500,B,2005-2010.1,0.8,Hombres
   Puerto Rico*,24.0,630,B,2005-2010.1,-3.1,Hombres
   Saint Barthélemy*,0,652,0,2005-2010.1,0.0,Hombres
   Saint Kitts and Nevis,0,659,B R,2005-2010.1,1.7,Hombres
   Saint Lucia,0,662,B R,2005-2010.1,-2.0,Hombres
   Saint Martin (French part)*,0,663,0,2005-2010.1,0.0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2005-2010.1,0.9,Hombres
   Sint Maarten (Dutch part)*,25.0,534,B R,2005-2010.1,13.9,Hombres
   Trinidad and Tobago,0,780,B R,2005-2010.1,2.3,Hombres
   Turks and Caicos Islands*,26.0,796,B R,2005-2010.1,5.4,Hombres
   United States Virgin Islands*,27.0,850,B,2005-2010.1,0.0,Hombres
   Belize,0,84,B R ,2005-2010.1,2.2,Hombres
   Costa Rica,0,188,B R,2005-2010.1,2.1,Hombres
   El Salvador,0,222,B R,2005-2010.1,2.3,Hombres
   Guatemala,0,320,B R,2005-2010.1,3.4,Hombres
   Honduras,0,340,B R,2005-2010.1,-0.2,Hombres
   Mexico,0,484,B R,2005-2010.1,6.2,Hombres
   Nicaragua,0,558,B R,2005-2010.1,1.5,Hombres
   Panama,0,591,B R,2005-2010.1,7.6,Hombres
   Argentina,0,32,B R,2005-2010.1,1.4,Hombres
   Bolivia (Plurinational State of),0,68,B R,2005-2010.1,2.8,Hombres
   Brazil,0,76,B R,2005-2010.1,-1.4,Hombres
   Chile,0,152,B,2005-2010.1,6.1,Hombres
   Colombia,0,170,B,2005-2010.1,4.4,Hombres
   Ecuador,0,218,B R,2005-2010.1,13.7,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,2005-2010.1,3.6,Hombres
   French Guiana*,29.0,254,B R,2005-2010.1,1.7,Hombres
   Guyana,0,328,B R,2005-2010.1,-5.0,Hombres
   Paraguay,0,600,B R,2005-2010.1,-1.0,Hombres
   Peru,0,604,B R,2005-2010.1,7.3,Hombres
   Suriname,0,740,C R,2005-2010.1,3.3,Hombres
   Uruguay,0,858,B R,2005-2010.1,-1.7,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2005-2010.1,4.6,Hombres
   Bermuda*,30.0,60,B,2005-2010.1,0.6,Hombres
   Canada,0,124,B,2005-2010.1,2.1,Hombres
   Greenland*,31.0,304,B,2005-2010.1,-1.6,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,2005-2010.1,-2.3,Hombres
   United States of America*,33.0,840,B,2005-2010.1,2.0,Hombres
   Australia*,0,36,B,2005-2010.1,3.8,Hombres
   New Zealand*,34.0,554,B,2005-2010.1,2.4,Hombres
   Fiji,0,242,B R,2005-2010.1,1.7,Hombres
   New Caledonia*,0,540,B,2005-2010.1,1.9,Hombres
   Papua New Guinea,0,598,C R,2005-2010.1,0.7,Hombres
   Solomon Islands,0,90,B R,2005-2010.1,-3.4,Hombres
   Vanuatu,0,548,B R,2005-2010.1,1.2,Hombres
   Guam*,35.0,316,B,2005-2010.1,0.2,Hombres
   Kiribati,0,296,B,2005-2010.1,2.8,Hombres
   Marshall Islands,0,584,B,2005-2010.1,4.9,Hombres
   Micronesia (Fed. States of),0,583,B,2005-2010.1,-0.8,Hombres
   Nauru,0,520,C R,2005-2010.1,-18.2,Hombres
   Northern Mariana Islands*,36.0,580,B,2005-2010.1,-8.9,Hombres
   Palau,0,585,B,2005-2010.1,-2.4,Hombres
  Polynesia*,0,957,0,2005-2010.1,-0.4,Hombres
   American Samoa*,0,16,B,2005-2010.1,-0.7,Hombres
   Cook Islands*,37.0,184,B R,2005-2010.1,1.9,Hombres
   French Polynesia*,38.0,258,B R,2005-2010.1,-0.4,Hombres
   Niue*,39.0,570,B,2005-2010.1,2.5,Hombres
   Samoa,0,882,B R,2005-2010.1,-2.5,Hombres
   Tokelau*,40.0,772,B R,2005-2010.1,1.7,Hombres
   Tonga,0,776,B R,2005-2010.1,1.5,Hombres
   Tuvalu,0,798,C,2005-2010.1,1.0,Hombres
   Wallis and Futuna Islands*,41.0,876,B R,2005-2010.1,-0.8,Hombres
   Burundi,0,108,B R,2010-2015.1,3.8,Hombres
   Comoros,0,174,B,2010-2015.1,0.0,Hombres
   Djibouti,0,262,B R,2010-2015.1,1.9,Hombres
   Eritrea,0,232,I R,2010-2015.1,0.4,Hombres
   Ethiopia,0,231,B R,2010-2015.1,13.7,Hombres
   Kenya,0,404,B R,2010-2015.1,3.5,Hombres
   Madagascar,0,450,C R,2010-2015.1,2.1,Hombres
   Malawi,0,454,B R,2010-2015.1,-2.1,Hombres
   Mauritius*,0,480,C,2010-2015.1,3.7,Hombres
   Mayotte*,1.0,175,B R,2010-2015.1,1.8,Hombres
   Mozambique,0,508,B R,2010-2015.1,1.0,Hombres
   Réunion*,2.0,638,B,2010-2015.1,0.6,Hombres
   Rwanda,0,646,B R,2010-2015.1,3.6,Hombres
   Seychelles,0,690,B,2010-2015.1,2.7,Hombres
   Somalia,0,706,I R,2010-2015.1,-3.1,Hombres
   South Sudan,0,728,B R,2010-2015.1,25.7,Hombres
   Uganda,0,800,B R,2010-2015.1,10.8,Hombres
   United Republic of Tanzania*,0,834,B R,2010-2015.1,4.2,Hombres
   Zambia,0,894,B R,2010-2015.1,-2.6,Hombres
   Zimbabwe,0,716,B R,2010-2015.1,-0.1,Hombres
   Angola,0,24,B R,2010-2015.1,12.6,Hombres
   Cameroon,0,120,B R,2010-2015.1,8.8,Hombres
   Central African Republic,0,140,C R,2010-2015.1,-3.1,Hombres
   Chad,0,148,B R,2010-2015.1,2.9,Hombres
   Congo,0,178,B R,2010-2015.1,-1.6,Hombres
   Democratic Republic of the Congo,0,180,B R,2010-2015.1,6.5,Hombres
   Equatorial Guinea,0,226,C,2010-2015.1,70.6,Hombres
   Gabon,0,266,C R,2010-2015.1,8.6,Hombres
   Sao Tome and Principe,0,678,C,2010-2015.1,-2.4,Hombres
   Algeria,0,12,B R,2010-2015.1,1.9,Hombres
   Egypt,0,818,B R,2010-2015.1,3.5,Hombres
   Libya,0,434,C R,2010-2015.1,2.2,Hombres
   Morocco,0,504,C R,2010-2015.1,5.1,Hombres
   Sudan,3.0,729,B R,2010-2015.1,-0.2,Hombres
   Tunisia,0,788,C R,2010-2015.1,5.5,Hombres
   Western Sahara,0,732,I,2010-2015.1,3.2,Hombres
   Botswana,0,72,B R,2010-2015.1,1.6,Hombres
   Eswatini,0,748,B R,2010-2015.1,-0.2,Hombres
   Lesotho,0,426,C R,2010-2015.1,7.5,Hombres
   Namibia,0,516,B R,2010-2015.1,-0.4,Hombres
   Benin,0,204,C B R,2010-2015.1,3.6,Hombres
   Burkina Faso,0,854,B R,2010-2015.1,0.9,Hombres
   Cabo Verde,0,132,B R,2010-2015.1,0.7,Hombres
   Côte d'Ivoire,0,384,C B R,2010-2015.1,0.9,Hombres
   Gambia,0,270,B R,2010-2015.1,0.7,Hombres
   Ghana,0,288,B R,2010-2015.1,4.1,Hombres
   Guinea,0,324,C B R,2010-2015.1,-4.6,Hombres
   Guinea-Bissau,0,624,B R,2010-2015.1,0.7,Hombres
   Liberia,0,430,B R,2010-2015.1,2.4,Hombres
   Mali,0,466,B R,2010-2015.1,4.2,Hombres
   Mauritania,0,478,C R,2010-2015.1,13.1,Hombres
   Niger,0,562,B R,2010-2015.1,13.8,Hombres
   Nigeria,0,566,C R,2010-2015.1,2.6,Hombres
   Saint Helena*,4.0,654,C,2010-2015.1,12.3,Hombres
   Senegal,0,686,B R,2010-2015.1,0.8,Hombres
   Sierra Leone,0,694,B R,2010-2015.1,-5.5,Hombres
   Togo,0,768,C R,2010-2015.1,1.5,Hombres
   Kazakhstan,0,398,B R,2010-2015.1,1.6,Hombres
   Kyrgyzstan,0,417,B R,2010-2015.1,-2.7,Hombres
   Tajikistan,0,762,B R,2010-2015.1,-0.5,Hombres
   Turkmenistan,0,795,B R,2010-2015.1,0.2,Hombres
   Uzbekistan,0,860,B R,2010-2015.1,-0.5,Hombres
   China*,0,156,C,2010-2015.1,3.4,Hombres
"   China, Hong Kong SAR*",0,344,B R,2010-2015.1,-0.5,Hombres
"   China, Macao SAR*",0,446,B,2010-2015.1,3.5,Hombres
"   China, Taiwan Province of China*",0,158,0,2010-2015.1,0.0,Hombres
   Dem. People's Republic of Korea,0,408,I,2010-2015.1,2.0,Hombres
   Japan,0,392,C,2010-2015.1,1.5,Hombres
   Mongolia,0,496,C R,2010-2015.1,2.2,Hombres
   Republic of Korea,0,410,C R,2010-2015.1,7.8,Hombres
   Brunei Darussalam,0,96,B,2010-2015.1,0.5,Hombres
   Cambodia,0,116,B R,2010-2015.1,-1.7,Hombres
   Indonesia,0,360,B R,2010-2015.1,2.2,Hombres
   Lao People's Democratic Republic,0,418,C R,2010-2015.1,7.5,Hombres
   Malaysia*,0,458,C R,2010-2015.1,6.1,Hombres
   Myanmar,0,104,C,2010-2015.1,-0.7,Hombres
   Philippines,0,608,C R,2010-2015.1,0.3,Hombres
   Singapore,0,702,B,2010-2015.1,2.7,Hombres
   Thailand,0,764,B R,2010-2015.1,1.3,Hombres
   Timor-Leste,0,626,B R,2010-2015.1,-2.5,Hombres
   Viet Nam,0,704,C R,2010-2015.1,3.2,Hombres
   Afghanistan,0,4,B R,2010-2015.1,21.8,Hombres
   Bangladesh,0,50,B R,2010-2015.1,1.1,Hombres
   Bhutan,0,64,B,2010-2015.1,2.0,Hombres
   India,0,356,B R,2010-2015.1,-1.7,Hombres
   Iran (Islamic Republic of),0,364,C R,2010-2015.1,0.0,Hombres
   Maldives,0,462,C,2010-2015.1,6.0,Hombres
   Nepal,0,524,B R,2010-2015.1,-4.0,Hombres
   Pakistan,0,586,B R,2010-2015.1,-2.3,Hombres
   Sri Lanka,0,144,B R,2010-2015.1,0.0,Hombres
   Armenia,0,51,B R,2010-2015.1,-2.0,Hombres
   Azerbaijan*,0,31,B R,2010-2015.1,-0.4,Hombres
   Bahrain,0,48,C R,2010-2015.1,1.9,Hombres
   Cyprus*,0,196,B,2010-2015.1,-1.3,Hombres
   Georgia*,0,268,B R,2010-2015.1,1.0,Hombres
   Iraq,0,368,C R,2010-2015.1,20.6,Hombres
   Israel,0,376,B R,2010-2015.1,0.4,Hombres
   Jordan,0,400,C R,2010-2015.1,2.4,Hombres
   Kuwait,0,414,C R,2010-2015.1,7.4,Hombres
   Lebanon,0,422,B R,2010-2015.1,16.1,Hombres
   Oman,0,512,C R,2010-2015.1,17.1,Hombres
   Qatar,0,634,C,2010-2015.1,3.2,Hombres
   Saudi Arabia,0,682,C R,2010-2015.1,4.6,Hombres
   State of Palestine*,5.0,275,B,2010-2015.1,0.0,Hombres
   Syrian Arab Republic,0,760,C R,2010-2015.1,-15.2,Hombres
   Turkey,0,792,B R,2010-2015.1,26.7,Hombres
   United Arab Emirates,0,784,C R,2010-2015.1,1.5,Hombres
   Yemen,0,887,C R,2010-2015.1,4.9,Hombres
   Belarus,0,112,B,2010-2015.1,-0.1,Hombres
   Bulgaria,0,100,B,2010-2015.1,11.5,Hombres
   Czechia,0,203,C,2010-2015.1,0.3,Hombres
   Hungary,0,348,B,2010-2015.1,2.3,Hombres
   Poland,0,616,B,2010-2015.1,-0.4,Hombres
   Republic of Moldova*,0,498,B,2010-2015.1,-3.7,Hombres
   Romania,0,642,B,2010-2015.1,10.3,Hombres
   Russian Federation,0,643,B,2010-2015.1,0.7,Hombres
   Slovakia,0,703,B,2010-2015.1,5.7,Hombres
   Ukraine*,0,804,B,2010-2015.1,0.4,Hombres
   Channel Islands*,6.0,830,B,2010-2015.1,1.2,Hombres
   Denmark*,7.0,208,B,2010-2015.1,3.7,Hombres
   Estonia,0,233,B,2010-2015.1,-1.8,Hombres
   Faroe Islands*,8.0,234,B,2010-2015.1,0.6,Hombres
   Finland*,0,246,B,2010-2015.1,6.5,Hombres
   Iceland,0,352,B,2010-2015.1,1.6,Hombres
   Ireland,0,372,B,2010-2015.1,0.9,Hombres
   Isle of Man*,9.0,833,B,2010-2015.1,-0.7,Hombres
   Latvia,0,428,B,2010-2015.1,-3.6,Hombres
   Lithuania,0,440,B,2010-2015.1,-3.8,Hombres
   Norway*,0,578,B,2010-2015.1,7.5,Hombres
   Sweden,0,752,B,2010-2015.1,3.9,Hombres
   United Kingdom*,10.0,826,B,2010-2015.1,3.0,Hombres
   Albania,0,8,B,2010-2015.1,-0.3,Hombres
   Andorra,0,20,C,2010-2015.1,-4.8,Hombres
   Bosnia and Herzegovina,0,70,I R,2010-2015.1,-0.2,Hombres
   Croatia,0,191,B,2010-2015.1,-0.6,Hombres
   Gibraltar*,11.0,292,B,2010-2015.1,1.6,Hombres
   Greece,0,300,B,2010-2015.1,-2.3,Hombres
   Holy See*,0,336,I,2010-2015.1,0.1,Hombres
   Italy,0,380,B,2010-2015.1,-0.2,Hombres
   Malta,0,470,B,2010-2015.1,10.1,Hombres
   Montenegro,0,499,B,2010-2015.1,-2.3,Hombres
   North Macedonia,0,807,B,2010-2015.1,0.2,Hombres
   Portugal,0,620,B,2010-2015.1,1.4,Hombres
   San Marino,0,674,C,2010-2015.1,0.8,Hombres
   Serbia*,0,688,B,2010-2015.1,-0.5,Hombres
   Slovenia,0,705,B,2010-2015.1,-1.5,Hombres
   Spain*,0,724,B,2010-2015.1,-2.3,Hombres
   Austria,0,40,B,2010-2015.1,3.3,Hombres
   Belgium,0,56,B,2010-2015.1,3.6,Hombres
   France*,12.0,250,B,2010-2015.1,1.4,Hombres
   Germany,0,276,B,2010-2015.1,0.8,Hombres
